Timestamp,Latitude,Longitude,Spill_Size_Barrels,Impact_Zone_Square_KM,Response_Time_Hours,Cleanup_Status,Environmental_Impact_Score,Spill_Cause
2023-10-28 00:15:37,-66.0793237964841,-108.52819003626952,5118.241772161864,14.720819670427595,44.76103197228537,Completed,6,Equipment Failure
2023-05-22 19:06:06,-63.73621015148166,115.57016895996458,9248.234005046175,22.918837990627278,24.14642705510436,In Progress,4,Collision
2023-09-16 12:30:59,27.293299739150683,-13.559473527527445,9584.009658749788,26.60027535343314,8.055132306823982,In Progress,9,Human Error
2023-11-15 12:11:38,-37.192328318482126,-43.559146564059205,2924.1618360837447,34.65264667790551,14.44484243839448,In Progress,3,Unknown
2023-07-01 04:50:48,-34.873927627400015,-62.29529732479162,806.727314648096,38.3215674539372,16.91832360504815,Completed,9,Human Error
2023-06-10 13:15:10,63.06856584784961,142.75798577318034,1103.9191027320835,88.44376407621397,16.053408224446496,Completed,6,Collision
2023-03-01 20:22:53,-54.56644118204749,176.51415581155783,6937.850186931425,4.5932736385774895,32.30597236588467,Completed,8,Human Error
2023-05-16 20:00:18,21.12138519544034,56.54433247639241,8734.730405027616,85.17224113886311,25.015005998056157,Completed,3,Human Error
2023-12-14 21:05:38,-35.90742698634029,12.614347030108831,6708.307934316743,84.06570868685405,26.33021621210377,In Progress,6,Human Error
2023-10-04 09:27:55,67.27372675334925,98.44419535369798,2250.3355918383345,90.91896232270543,5.780301254657935,Completed,9,Unknown
2023-03-04 04:33:34,21.776744284621074,-94.71816296401066,2418.921401261805,10.551801098445175,9.511942147158296,Completed,2,Equipment Failure
2023-12-21 15:14:05,-8.844980550799363,7.808608930073518,3671.6280674586483,80.89934215686431,46.85581675363962,In Progress,4,Collision
2023-03-11 09:45:32,83.26395985865216,-104.07807719084465,2571.7718624448057,37.710214812304066,23.492195868158603,Completed,1,Collision
2023-09-02 09:08:36,41.65225591310423,-71.4272666886635,9570.936231985592,5.18184612326219,29.36197104008453,In Progress,8,Equipment Failure
2023-01-27 14:55:23,66.84942149267246,131.55115165704797,5928.97021565262,35.01038277408222,47.649982062733685,Completed,8,Unknown
2023-03-27 15:56:55,1.6754708033029289,-29.61500564556124,1103.9687226452204,2.9506747469647765,25.923729496743356,In Progress,9,Human Error
2023-01-20 20:53:12,-6.621591413383342,17.587379068208463,1829.6060123638392,97.66117105139305,28.314309764416734,Completed,6,Equipment Failure
2023-08-02 18:37:13,-87.67869236954377,37.83788372726772,1384.2057973262574,23.549393411970474,29.54054956999551,In Progress,3,Human Error
2023-10-13 05:31:45,-75.11464222257862,47.66942016800681,2817.1031239335853,51.8858548732207,28.875340879297774,Completed,4,Collision
2023-07-21 10:18:52,-59.52382837515523,124.98868329130028,4676.9535617685515,53.442703886253085,46.375856921250104,In Progress,7,Human Error
2023-07-17 20:06:54,-31.601827970533428,129.95346681997665,7830.082674803914,77.82204950631153,38.907740045186706,Completed,8,Unknown
2023-06-19 07:20:05,-26.834986388850638,95.34024540855467,9389.044829268645,18.0673235885801,17.027158025252216,In Progress,3,Equipment Failure
2023-03-22 01:01:48,-23.327182882543326,117.39479042877849,1827.7769602543715,81.4658160281296,3.8906295604609618,Completed,2,Human Error
2023-08-28 17:18:36,-23.456307546140607,13.904389358647734,6523.016150887152,2.3789513416655437,9.26583598975146,In Progress,9,Human Error
2023-01-27 02:48:41,32.43865590898085,121.05240191207776,2266.133117256798,91.16720714191456,19.156521348447622,In Progress,4,Collision
2023-09-27 06:04:15,46.06220266167571,-96.68044591025016,8066.073978314457,93.8850597436572,25.601767772094824,Completed,8,Unknown
2023-03-15 11:33:02,76.98242200871101,-29.473458337669967,7772.7127890816355,5.180223399630073,19.33416406924394,In Progress,5,Unknown
2023-09-28 05:27:42,88.50975052197902,-81.94534562337762,3102.039373431242,50.44950470242794,32.1294645785443,In Progress,4,Collision
2023-02-02 21:37:00,-0.2261134977837287,-17.13168972227254,6279.460514403559,55.712767828021704,19.334638854884,Completed,6,Collision
2023-10-28 13:25:08,-39.522953909324514,-83.75184748271855,4519.423450366992,73.96110216565603,1.2715339898749685,In Progress,8,Equipment Failure
2023-01-14 21:14:37,-64.21088235370061,-82.96182558507316,6034.5596061537,13.494361307555419,1.8544832877618291,Completed,4,Collision
2023-02-09 18:57:50,9.827532065590859,-92.4898175613818,9640.60875666624,5.115340531132767,30.31754420367965,In Progress,5,Unknown
2023-09-01 16:47:42,-2.801366308833437,85.61508908635795,7128.041822049811,75.85415947725939,37.901345584505336,Completed,3,Human Error
2023-09-04 06:56:30,-7.206755765174847,176.77035420626555,5236.596607005888,33.129714576656234,46.276017464545006,Completed,9,Equipment Failure
2023-06-10 03:55:07,-14.710855617835492,119.613369595574,5599.128162319376,23.251157511076638,19.415359740182122,Completed,6,Unknown
2023-04-26 21:22:48,-68.60960505078187,163.5348161357698,1833.0154184143025,92.2005955321211,40.52397025848201,Completed,1,Unknown
2023-06-25 20:31:07,1.3687170841804885,-16.304541159840312,4436.241496673082,22.64727849895223,8.2780768262833,Completed,2,Human Error
2023-11-01 23:40:21,53.23181387234911,29.82126535113079,3029.831391951593,91.44707600855588,18.973015682698556,Completed,5,Human Error
2023-11-26 03:01:02,29.73444295270862,109.11040246571008,6791.3104466774585,79.8859749270818,16.086099653312672,In Progress,9,Collision
2023-10-15 01:57:23,-15.580150103739783,120.65281607736637,6776.893209291622,55.06055071531666,14.958065388114035,Completed,4,Human Error
2023-11-16 14:07:33,5.6712301835792545,111.89102568774831,5648.377899316135,47.766056374474644,2.350312936994527,Completed,4,Human Error
2023-10-11 22:42:02,7.124687916546691,-104.9342360525081,9593.315305010352,82.62516830648131,5.943264536758246,In Progress,9,Unknown
2023-06-23 02:40:13,-25.779493881795716,-22.809051591896832,4026.6436837615274,58.25504410794017,7.935247157433731,In Progress,5,Collision
2023-12-04 01:04:04,77.40403313910588,52.115332124643686,5628.297922838672,43.685908480540895,19.451973077879508,In Progress,3,Collision
2023-05-07 02:24:51,2.5497265044380413,133.57122410487034,901.3020329982279,46.34032281182257,32.966363034026635,Completed,8,Collision
2023-01-30 04:12:20,-76.62573817814666,-15.928474493032013,133.93791236051385,73.02358244062255,29.001255196296135,Completed,8,Equipment Failure
2023-01-12 03:52:21,-21.292831806453776,39.45248823192216,6834.957622116332,69.00842631260493,42.45435906919522,In Progress,7,Equipment Failure
2023-11-09 07:18:48,-65.89802576308094,-116.64645347144418,3815.6711971455215,87.39647325859498,43.425447553218284,In Progress,8,Human Error
2023-04-21 06:19:23,-34.124930689051816,120.76191122950843,1380.7075483275871,50.36041015386408,33.594542697593944,In Progress,8,Equipment Failure
2023-09-12 14:50:39,1.8540794737352257,68.65469349993091,1280.3636045057096,73.11687715525754,3.3560866838123724,Completed,5,Equipment Failure
2023-07-24 09:20:11,-1.4231865369286965,-58.71884590995026,9137.935264963102,85.2565799937007,3.434761582404555,Completed,4,Unknown
2023-04-15 13:28:04,-39.068610929511564,-121.62740420206174,6015.339157431749,31.783868360702687,9.863531176799919,In Progress,1,Unknown
2023-02-28 13:29:54,-55.00364179617703,-138.70479478816114,9509.686075220996,32.35844588654241,44.999063913683926,Completed,8,Collision
2023-07-28 15:31:09,-30.46355692177952,-45.72393296068046,9902.3439656254,34.65747579011678,39.44144005801049,In Progress,6,Unknown
2023-07-15 06:54:55,-53.95428845167925,131.63745985946008,8630.352128804223,38.95712908203981,32.234934519928544,In Progress,1,Unknown
2023-06-23 12:17:34,88.21449183192107,173.6070638193952,2263.35712898338,7.629256623664549,18.011412038374914,Completed,4,Equipment Failure
2023-06-05 00:08:27,-9.19279268852847,175.54960267955596,671.812454522351,11.900339961042862,16.298289679222503,In Progress,1,Human Error
2023-05-23 03:57:10,12.91212231087394,-61.336548770864454,7710.334697654686,90.41107253312724,47.15957350756885,Completed,4,Collision
2023-11-22 03:23:17,7.061106353379756,-13.765861468085404,4026.9819037218163,37.146071748249256,20.015448786493472,In Progress,2,Collision
2023-10-19 15:00:40,-71.8563814490442,-112.64892821175775,4089.7734934415466,42.708561658248364,10.182210897053118,Completed,4,Collision
2023-03-05 07:29:16,14.829640382437347,65.9541356411583,7329.680476335494,73.93740987969781,5.645901609159167,Completed,5,Equipment Failure
2023-03-09 02:04:51,80.79773294669022,105.26740485454786,5947.114599224682,23.670922847810537,43.79166238641522,In Progress,6,Human Error
2023-03-20 13:18:27,32.86577060376506,-8.344638670588807,9715.091152135492,58.59332388773528,8.87592341056425,In Progress,9,Equipment Failure
2023-09-06 01:10:57,-16.383784231375415,179.00914142484714,8419.904769313205,18.719294216852017,43.37325079320822,Completed,3,Human Error
2023-01-27 16:04:20,57.46295215768552,32.16129244480527,5331.8071886443995,74.84027117296506,27.01351127636765,Completed,2,Collision
2023-02-06 15:47:10,56.089278861165354,4.97923037044373,2035.9630693130493,65.34005798130168,34.99245917923836,In Progress,5,Human Error
2023-05-28 02:51:01,49.64267357174731,-17.18459361814746,4726.53378862058,16.13174176345639,18.94405034615671,Completed,1,Collision
2023-10-21 01:25:30,17.69044410768133,166.99232482513338,4488.857955039888,80.11810573488768,14.427631015059337,Completed,6,Equipment Failure
2023-09-08 21:37:26,64.66649609443164,100.35060822568641,7832.001039903611,92.86044594518364,15.390476595066827,In Progress,3,Collision
2023-03-12 09:20:37,-4.255119078938293,106.31475604833912,5593.581590942232,22.52402400236806,17.130160006052538,In Progress,3,Human Error
2023-12-08 20:57:28,17.224079911037776,-38.08278316461559,4222.660461984696,98.16375346380322,34.690858821698534,In Progress,5,Equipment Failure
2023-07-25 13:47:43,44.1036662078902,8.109256417732666,9641.731318530528,48.41504662765535,32.83131031727128,In Progress,6,Equipment Failure
2023-10-03 11:28:25,22.498587099578884,-160.1601512116449,3349.0093744919136,49.20007876856701,27.74464621002122,Completed,6,Collision
2023-03-20 07:28:14,80.64108605230999,-148.08327641455094,5992.879542265811,62.84057714487335,41.76481020440445,Completed,4,Collision
2023-12-05 22:15:36,80.5789895783634,-16.83502664322117,5261.510157312575,1.0387260539217358,42.938221203802414,Completed,4,Collision
2023-12-04 17:01:19,-65.25457272741521,-135.2036628525157,5949.450113970318,70.04222347565828,44.05762776834946,In Progress,4,Equipment Failure
2023-01-08 15:18:36,-17.951318766461426,2.8608639977997257,5805.422577836779,11.003898952579478,19.199846939591843,Completed,5,Unknown
2023-01-02 10:47:02,62.59287061814834,-47.1433815061022,9868.531167528721,67.78116422621173,6.040862143801843,In Progress,5,Equipment Failure
2023-09-20 04:08:45,-88.65797588382425,42.23096048526941,4148.8951764099165,15.813796016468707,31.056361403253813,Completed,5,Human Error
2023-06-20 00:29:08,-15.917442621732206,87.05529648807311,1829.0027554564342,41.7439314172307,8.616709212533285,Completed,3,Unknown
2023-08-15 00:51:09,-89.83337114851194,-158.04372286085038,6951.3847337538855,33.60420239751188,24.560408483879428,In Progress,7,Equipment Failure
2023-07-21 12:32:16,36.86759947370527,29.03539063641523,5457.226391984297,85.39937202987166,8.153969215123922,Completed,1,Human Error
2023-06-05 02:53:30,46.34362451869927,-100.06505289802666,1453.2244073684233,99.41353894524065,43.78518749702994,Completed,9,Human Error
2023-06-07 01:41:37,48.20863965529486,-65.93168616955309,7332.387295484261,22.00247151870795,47.61043532864895,Completed,3,Unknown
2023-08-10 08:59:17,-38.52836265628223,-129.55347298299662,8132.889915530676,81.66808069057507,29.93016656576856,In Progress,6,Equipment Failure
2023-08-16 23:01:20,47.28003021398035,-155.48173276885836,5384.121099685155,40.06803973264463,36.104306451046625,In Progress,6,Human Error
2023-05-06 08:13:44,30.90433969500205,-33.30009636067709,4072.0692348254092,5.441662440032996,38.501077390857425,Completed,2,Unknown
2023-04-04 07:21:18,86.83028830686061,-82.11262667094343,3878.9499470559467,51.57606592439155,26.78249536271528,In Progress,5,Unknown
2023-09-02 03:21:11,-26.205127765091156,-15.764008885863035,6116.729938509715,39.89617737432211,32.813378751742235,In Progress,6,Human Error
2023-06-11 17:44:46,32.751358525844026,121.85872120899853,9542.145936087847,61.83651801965494,32.113915456131124,Completed,8,Collision
2023-10-14 14:42:26,68.67132730764757,-75.63635119054571,5620.8531269547475,29.76192585704465,6.6357825625378535,In Progress,4,Unknown
2023-05-10 00:07:55,-54.17104113992224,-28.78655898072992,5506.605807010005,98.70284049875877,30.203515567310152,Completed,9,Collision
2023-09-21 15:55:34,-50.17467290362858,-176.09197546374116,6403.915412357836,99.6398791150729,22.569134235319428,Completed,8,Equipment Failure
2023-09-19 06:16:23,4.544339704201505,120.07067051063211,5700.078976503129,56.596231796301105,11.750618208699427,In Progress,3,Human Error
2023-07-05 01:08:30,21.87146140534547,-139.24400036486912,4161.303456983774,25.16136698511306,22.716034402050358,In Progress,2,Human Error
2023-07-09 01:48:04,26.82189159854532,128.1997904270197,2160.5754135253565,4.800368030382904,29.478904309906035,In Progress,8,Human Error
2023-09-29 11:49:30,-36.40021998263263,-12.076750419370711,840.9122238393486,31.108095623115712,9.514993056259067,Completed,1,Collision
2023-04-22 15:50:07,60.27422063334663,-1.060829891804275,9375.808677696106,21.66686457258708,15.657390511184175,Completed,6,Human Error
2023-06-30 15:49:55,-71.0639513731046,14.07669683612994,7049.45562489218,36.15322336546149,3.179938294345689,In Progress,9,Collision
2023-09-28 21:18:23,-29.009068958075005,-23.82951626984803,8219.281879120925,68.08340235098537,24.11856820484984,In Progress,4,Equipment Failure
2023-05-06 05:27:20,-19.606125225892,40.95326726328645,9501.545176323174,1.0041628559306823,47.61316413766888,In Progress,8,Human Error
2023-02-05 19:10:10,47.817364778319245,-118.82082161567828,8635.35915082854,9.956260498443587,3.346131729523957,Completed,1,Collision
2023-03-07 08:58:43,27.72908811493339,-132.4281833201616,9189.6599866502,78.10300201682773,39.017262463760034,In Progress,5,Unknown
2023-10-24 16:24:27,8.95733138264761,146.79124602383558,9255.158895702154,86.33051616820656,45.903398705471865,Completed,3,Equipment Failure
2023-12-27 01:51:48,-61.81065039783141,127.22795407369625,4488.902600602835,69.3886865323921,2.3351324691542747,In Progress,2,Collision
2023-11-27 03:53:09,-7.947903667334728,-52.64997901385949,8855.270488874017,27.39651226075294,41.66875697340642,In Progress,4,Human Error
2023-10-10 10:24:27,72.71542221573804,163.52811443972092,7386.975330446179,38.795203173813114,8.377143413914943,Completed,6,Collision
2023-12-10 05:48:55,-12.202933718471101,159.68382077109254,5791.41516686599,27.05101366564056,29.51622013907936,Completed,6,Collision
2023-07-28 20:48:12,12.339731780791837,38.14634390554886,4861.440378938342,61.09576084286999,17.795332320672095,In Progress,9,Equipment Failure
2023-06-06 10:29:09,18.771074736396187,-96.47242763233854,7861.112978906225,38.379721749749336,30.883809090113854,In Progress,6,Unknown
2023-07-19 23:03:49,4.425896021058605,35.954886999164955,7956.607671075505,77.2223020483859,41.13157390189341,Completed,7,Collision
2023-11-24 10:30:21,-41.12196903274667,-45.70546096243092,9980.999921291625,96.82613267761438,44.68285916765914,Completed,7,Equipment Failure
2023-11-14 02:03:50,-54.43889253422635,110.78855325965367,4953.70521764999,82.50065710229471,1.2534027095718614,Completed,8,Collision
2023-09-06 11:51:21,-29.790618340056533,153.48744421856378,3246.074454085236,66.39124047548741,30.55617628324318,Completed,4,Collision
2023-12-22 15:39:40,33.63946542572495,143.6617082935798,4820.4917607902225,41.20445831990671,28.75696472402589,In Progress,2,Unknown
2023-05-01 05:12:46,-18.143458998135472,-165.1283967377127,9623.27232157299,93.62324267567949,13.141776902483508,Completed,9,Equipment Failure
2023-02-25 19:06:37,-72.61990893805462,-83.13441850392606,1005.2133195261897,93.60031708917273,10.083085787261327,In Progress,8,Equipment Failure
2023-03-24 19:58:52,44.80956119702992,112.61767469395113,9808.954067092918,94.93432650290451,36.890177936878075,In Progress,5,Collision
2023-10-03 09:25:08,20.10827575695025,-111.33875779873107,6711.601360402182,87.18116971951054,15.89018926938817,In Progress,7,Collision
2023-05-19 18:57:40,-25.416267881797907,105.03679570077452,3629.4579271867856,81.00985621021361,8.711839948909267,In Progress,4,Human Error
2023-07-31 13:41:40,37.72066437417941,14.43659778420323,6880.513167551643,66.11158733514068,29.981799782596468,Completed,5,Human Error
2023-12-05 02:33:35,-58.243364737262596,-176.96287013048578,9820.916078259219,85.34161691206734,19.34205625788027,Completed,7,Equipment Failure
2023-10-21 18:33:25,-61.19176254669647,93.48847172651034,7707.302403947163,98.91843134158893,27.338573194727616,Completed,7,Unknown
2023-01-07 18:28:31,-45.87597010180938,94.96063913369284,3367.359539387733,12.715182741542778,1.5219653428523028,Completed,2,Unknown
2023-04-05 00:18:12,-24.08253621098217,126.67364737908935,3738.6980342965508,39.38949479220862,41.527007357805154,In Progress,1,Unknown
2023-11-28 07:44:22,55.902091446589935,-170.88407013467886,3219.3981857441995,23.206950219918035,33.58974428345479,In Progress,2,Equipment Failure
2023-09-17 22:43:45,76.6904454219077,26.085340609380978,9111.269227600564,75.13595905402447,46.64705316431322,In Progress,8,Unknown
2023-03-16 07:20:23,-9.12093045537354,158.46868410169418,2758.53239561565,98.92187701916839,12.170644918533204,Completed,6,Equipment Failure
2023-09-26 14:57:16,7.387288239913616,44.807480679286755,3310.6109805877795,25.229334951092856,3.3191562801814944,In Progress,3,Unknown
2023-03-04 12:04:49,75.96574590408105,-113.04354837525301,533.2624924096899,49.73636561359328,24.8810231076984,In Progress,4,Unknown
2023-12-15 02:49:45,59.94166929695163,-99.41623375415121,6945.096220412469,22.254194966083634,43.07826274747987,In Progress,9,Collision
2023-03-09 08:41:52,-73.72660673939822,-152.05318156152083,3912.249696431074,17.76618646055426,28.967962283239466,Completed,6,Equipment Failure
2023-12-03 18:30:40,83.66480694666512,-30.79542056131055,951.9988027781837,94.49497742722346,7.341299250477808,Completed,1,Human Error
2023-07-01 12:15:42,-57.7217278363166,166.27522900382263,8718.710780662235,63.18441505760956,3.671059820423525,Completed,7,Collision
2023-12-03 15:58:59,38.15041900675669,88.71850887035447,6915.555297661858,8.212554248994643,32.76923309624645,Completed,3,Equipment Failure
2023-04-27 14:11:20,-86.5823260383499,-4.243245505963017,3089.331896015825,3.1865445168440756,41.07667797081891,Completed,2,Equipment Failure
2023-03-09 17:54:05,-15.035243113556561,-23.415366197121585,6475.984084064903,50.322918951493136,45.80449528384325,Completed,3,Equipment Failure
2023-07-08 21:21:06,79.07463208450204,-62.83173331821858,6930.43166922897,58.77027746340574,10.596695491443814,In Progress,1,Human Error
2023-05-27 10:47:08,26.460398261064555,-113.045536441304,9428.698094477195,16.72145956498557,39.25853235976611,In Progress,2,Human Error
2023-09-20 02:05:39,43.57467953605675,7.776377726465682,6431.2646480353515,31.069497750033964,33.83497865157536,In Progress,1,Unknown
2023-07-17 05:16:13,58.705439177491684,160.37104551478524,8371.725758069537,20.406139975764752,41.53434463197106,In Progress,9,Equipment Failure
2023-10-04 03:45:14,67.83105895996488,39.808981522077346,9008.948565050865,49.98196686084995,39.03363372840059,In Progress,5,Human Error
2023-03-08 16:42:57,13.162494672265822,-58.014042672947895,1604.059015490781,80.89116632420446,22.338237817607002,In Progress,8,Human Error
2023-10-09 07:30:01,-50.04103570460896,-90.86090408506897,3653.3515995458124,46.62546983801721,16.431253396504303,Completed,6,Unknown
2023-09-23 16:52:20,69.58492999014035,115.90571198733619,6114.161710283034,45.54797087795624,23.113742321278956,In Progress,7,Equipment Failure
2023-01-07 01:25:41,-34.99943626674566,29.26516872967116,7869.729088596127,83.1231886558717,26.93592192919348,Completed,8,Collision
2023-06-26 15:56:56,4.104216563125334,-0.8406828397748711,3249.5420074877698,48.31670289234645,19.27099643590535,Completed,7,Equipment Failure
2023-11-02 16:06:22,2.015937285005265,110.91666462080752,8675.820041272478,85.50006514711411,5.6278097233263065,In Progress,6,Collision
2023-09-11 07:50:06,-3.1710533782318606,118.00060537751204,6979.839262966649,77.88637403171411,28.594359425980574,Completed,3,Collision
2023-05-28 04:36:47,59.97330634979295,-164.05080624722598,2225.133033967723,35.6462663159598,6.416236968914628,In Progress,3,Collision
2023-02-05 15:38:26,-35.74727736742286,147.61051820613824,3992.539903433436,33.54160971816125,25.96772913471661,Completed,4,Human Error
2023-06-01 19:07:02,59.034937494218696,-140.61243455403564,4172.440879282469,33.51807085126872,27.776838625112635,In Progress,3,Unknown
2023-12-07 06:14:47,-39.10211377273433,-175.91050845003198,8053.459205956524,10.858211856709183,46.837601757081174,Completed,6,Collision
2023-10-16 08:48:43,8.81976721752278,-76.23703676133174,1361.6065281500407,38.4227284651283,44.67814758643669,In Progress,1,Unknown
2023-07-06 22:28:47,-87.97071269338574,166.4221409279487,5882.457098670045,36.61409654313104,35.11001680857195,Completed,9,Collision
2023-02-21 04:44:39,-8.577392951523748,-131.15796216056023,930.5817613686389,26.148403937943794,25.64861205632534,In Progress,9,Equipment Failure
2023-12-28 06:11:25,-62.56117425091708,-151.6416348025436,8664.892833374419,68.58095234776185,1.5126402990119892,In Progress,1,Equipment Failure
2023-07-25 16:54:41,-37.723169171214664,166.7642707085999,6747.4844741537845,43.8811414729232,30.020932461566467,In Progress,1,Equipment Failure
2023-11-06 18:22:03,4.696325085247096,104.4075180314033,5015.315928603644,68.47095808699699,18.462365208186185,Completed,4,Equipment Failure
2023-10-11 18:25:11,82.51220009834253,178.34533212015094,8770.25678370974,25.606413341167453,6.656767654532784,In Progress,3,Unknown
2023-11-03 22:30:16,69.33628955585618,43.34726231596656,6521.2488006137855,23.02756882515149,21.31245492879273,In Progress,8,Equipment Failure
2023-10-22 14:59:57,89.71959526372012,-86.62562666792866,9556.634036333695,16.64636167018893,15.74398994593483,In Progress,3,Unknown
2023-08-21 16:07:46,9.954909014232427,-174.3434516177854,2591.211712121164,32.431926568069386,44.137468571892846,In Progress,6,Unknown
2023-02-03 14:31:29,45.681205364670404,9.78556903944127,2814.117701244161,39.48296044163316,21.774055362788932,Completed,6,Collision
2023-08-14 08:54:46,9.333637217141757,-157.09961326160388,6332.768750682736,4.275620801449836,24.59649987664813,In Progress,5,Unknown
2023-12-25 05:26:32,-85.53303902240572,134.21134389345536,3266.0218615134977,47.53754547646079,5.556667983814485,Completed,5,Equipment Failure
2023-11-14 22:18:24,-44.92278291307604,103.04333272855865,1767.3541941515518,99.64765276674305,6.602816478060512,In Progress,5,Collision
2023-03-24 14:04:15,52.02290802328585,-167.21981923803585,1368.8244054289546,13.511718007784438,46.230781532129214,In Progress,8,Unknown
2023-08-28 11:51:21,-47.515453744659034,-169.23260992008497,7285.2415841291195,1.5283896246627862,38.9025022795526,Completed,7,Equipment Failure
2023-06-20 20:20:00,-26.92524846949737,-107.11045997707801,6953.374542993889,49.28097898180451,21.650216803385725,In Progress,5,Collision
2023-09-21 00:05:58,-47.60771447732076,91.76093522443585,4976.371607119119,98.89678412130243,45.56719622324416,In Progress,5,Human Error
2023-06-22 22:12:24,-85.02162571559589,165.6337449795189,5860.64345446351,18.16397490641693,24.856653391701496,In Progress,6,Unknown
2023-05-23 17:07:35,-8.229081924545227,86.61651619869275,5690.943942825094,38.13917328499299,43.06125030942142,In Progress,2,Collision
2023-01-20 17:14:28,82.05645671722496,-149.61917749854794,930.489485580256,73.03230994302224,13.99143015324449,In Progress,4,Human Error
2023-08-10 09:04:32,76.46399353230433,13.475038381114189,6886.7375998927455,20.727136889505534,41.08804185573371,In Progress,9,Human Error
2023-01-05 05:20:48,-33.447954192616194,-83.70494099196887,2070.6791364955825,42.87624059141455,38.510716312990155,In Progress,6,Collision
2023-02-14 23:22:39,-49.355926679184,85.54363021340635,4844.400092092996,86.2748735065865,45.722271626627666,Completed,1,Equipment Failure
2023-09-27 10:54:14,39.550675005622594,66.32066725819789,5791.5902748067465,77.80614284455199,34.83235514206334,In Progress,1,Collision
2023-01-03 13:11:02,-68.65633401784183,147.14237242192542,2293.977378990533,47.361928661386564,45.976907313572184,In Progress,5,Collision
2023-01-24 15:01:59,86.14076547226983,102.4864854935949,7100.462767410138,85.3382119276037,24.260204439057947,In Progress,6,Collision
2023-01-27 17:57:35,11.848218862666187,135.10194959630763,237.5251382726285,20.923497667836532,19.595104012849824,In Progress,5,Unknown
2023-02-17 09:59:35,86.43069939322834,-134.97368136929526,2982.9681044327035,67.34172554760191,6.284555895083133,Completed,4,Human Error
2023-02-12 15:30:51,62.72443290143573,14.985830416843868,4390.060112108572,40.99053017921833,3.819680858284575,In Progress,1,Equipment Failure
2023-08-04 18:38:55,-55.24846904116122,-98.62089535701712,4386.2030943307855,5.513922891528436,36.76298604496985,In Progress,5,Unknown
2023-07-17 14:53:45,28.619459265337042,-95.92697598641733,6572.489702608345,88.5667060917759,41.87411619028636,Completed,3,Equipment Failure
2023-05-19 22:19:55,42.64369170621856,-36.54146612830357,8917.964516506281,85.77450172492514,26.09206763452234,Completed,3,Equipment Failure
2023-05-06 01:26:56,29.937801953508114,136.34408374658602,577.5555736158152,81.65355443390362,23.28161192064923,Completed,5,Human Error
2023-07-10 04:48:19,66.75794242151218,86.04424426684176,2589.5964658545577,62.64456854401749,41.36482565746741,Completed,5,Human Error
