Speed (knots),Cargo Load (tons),Fuel Level (%),Temperature (°C),Anomaly
15.670057733045207,41682,81.00516875538028,18.683329877450486,0
18.185997134975707,17627,37.88018787432753,35.71043948404059,1
17.587680714697193,18452,21.39786572571608,15.300266738346878,0
6.964694860664169,12039,5.250054780060877,17.185070982245875,0
10.144725744892712,47261,47.83584704384908,13.58264006641943,0
13.987580588421384,46719,38.48110949618995,3.44521522807407,0
17.853270762734155,15192,57.71643421341385,-7.198543337554316,0
9.12495457292826,18620,22.863903795934647,10.432884110491806,0
10.886046140017097,13834,86.66822702831514,-7.370426437966073,0
5.361990155963831,29115,29.48674548467042,17.52462347329589,0
4.822760255515975,8403,26.51081248332675,5.364682162114657,0
16.875154934365188,29027,50.66783536601381,16.68012007627139,0
20.137440171424938,16129,52.390847255706056,-3.285151780240666,0
11.567939270517996,18240,25.43309673458382,36.63149828696798,0
18.021197387352146,34282,30.826769038962,34.72606217749674,0
14.169816150285804,27208,21.12199771974827,-0.5001745398857749,1
8.129281472369254,11360,73.25371694070084,7.172214164700494,0
14.168373633050484,17938,78.15845796913779,20.67463859259898,0
21.228219398795815,2264,48.921207258631846,-5.215689634704686,0
11.78504376534029,6509,72.83826715507666,7.728391055807541,0
21.387861934884036,21342,74.91386223405732,2.555614340950305,0
0.0,42872,18.136175129391816,35.77583643583483,0
16.931415026251344,49280,96.78691235928099,32.62553181446026,0
12.522282409429028,33935,82.99803497416094,18.99163706334319,0
10.205955897204793,3870,24.42592881360323,16.01731684357871,0
12.550564659213014,39244,22.68567839587667,36.53628972726986,0
0.0745865123946432,20954,16.937808830060362,36.621389148940764,0
10.681968672974929,41881,18.145963441482245,38.46650626758302,0
14.14267542907048,38867,76.07537090772614,-3.7310557945906178,0
20.867364268449098,4150,49.61715441040424,-1.9721094618414892,0
8.890378690358116,45617,79.37874641028739,23.836834933994332,0
7.1490383826408745,26208,75.89421496326952,17.071723830492246,0
8.989457738492781,43162,62.43820778299605,-9.076704755338202,0
17.492412706212445,3690,70.20482762497456,-6.901248200524032,0
13.972506657958107,48613,6.74379381601847,34.404019112940254,0
8.821438777397766,9289,34.61887644647709,33.44353977696932,0
15.079604598680136,32625,65.59310702964397,7.8635460998022575,0
12.582465296088243,33659,5.887770581193199,34.552530846526736,0
17.811869943197337,17959,8.132809649846374,19.68375371989509,0
7.787681436735886,35918,85.92935833468641,30.295282350945094,0
10.034027120413391,46868,69.98236186074682,11.371553558010714,0
9.647351081207054,47585,30.210124646432675,-4.3300836327545635,0
3.2189103112072885,19268,70.35646981127735,11.686353132300813,0
13.776721662387457,16063,80.28338356823001,12.864989899844895,0
13.566331633079336,28385,34.14545689545962,17.54720969203015,0
12.030680739854766,22385,8.423550862422807,-4.7208643547786,1
10.592477199749116,7395,93.61401684533477,39.570093152480574,0
3.5077755476975145,24458,37.792084638084894,2.2068410403453176,1
9.476128063407845,2031,15.115767512047105,-0.0723798231453543,0
9.943712900839383,5981,51.726402782349,16.340145942796827,0
7.186336384670287,24432,78.0044405880927,16.86040896974443,0
11.032285730003945,21860,26.05649488866812,11.991036891662214,1
14.424305140887231,44142,30.60155476266952,28.594607316262724,0
23.31711540726318,25329,28.057923745865402,15.832720036430135,0
13.047466876991034,20432,99.20894001900943,20.484772757249207,0
13.545302344336584,39431,23.75335470440154,26.187319270389278,0
11.553324505402998,38532,59.67442061178178,-8.748744921806669,0
0.48737270820575107,16390,92.90014095741161,18.53220912725224,0
11.840916747304698,19307,18.95517404338903,34.209723561418464,1
12.361381259646159,12267,97.23114879743152,-9.130562853728305,0
26.779452674911717,8571,95.01033726758433,10.259105190048054,0
10.845834211313266,26649,89.03433877053494,36.3113725102915,0
13.809284054001674,16040,25.382869526350213,7.6577201141268905,0
11.79172938176854,36176,65.23523032104342,12.936441210012044,0
4.987931774282808,5212,77.28468993131781,39.07706965221564,0
18.85693688709012,26701,98.67265317866082,-0.03380705247130966,0
16.511598196120644,45458,22.14026309773019,-6.737240543749703,0
16.74619168225828,20399,77.77246045433316,32.97112954306522,0
6.5436752712315664,20287,37.18611114307573,33.42326706061843,1
20.416765865616597,21482,21.68451422896022,13.603891734000658,0
3.5888936232463147,23106,45.03080941531622,15.710358723864314,1
15.521142562801622,10650,80.41441165411855,31.790318480891802,0
25.142733754859872,20893,49.160731351884955,26.927974905789757,0
6.05678204921587,37759,56.06469451928961,3.2574501108505327,0
8.602213622383369,47187,99.54014396901151,-9.155332246424077,0
12.597908190525848,47436,42.91538345795547,13.985008126677288,0
8.979146075302804,28250,63.463071697377785,32.94561630478207,0
2.696019413603204,9093,39.69819915346033,34.79173383450811,0
12.411377848836164,17858,42.31463640122697,37.81130985380769,0
5.626177717643371,17107,71.08587157731377,33.978161880639064,0
14.841554583811089,37881,94.09926272901393,19.002177764904918,0
6.4834545945971795,25311,56.524100296770534,12.230279961805044,0
21.29960643010524,28574,77.99799325013409,28.74249232670495,0
7.300480245982578,21095,13.474623087611564,26.991081718279823,0
10.067630902765947,44694,25.060013556033063,16.907171504072718,0
16.88110330421802,49877,52.702505887355585,-5.633631372076544,0
4.614814101396268,27353,6.901113744733605,36.30406733934594,0
13.364759607624777,8683,29.021222982443085,12.780126875083106,0
19.842856525694568,21161,54.153122533371786,8.166689095813215,0
2.3551005926326347,41669,6.421313834348568,21.478369758438586,0
13.107803151193826,36995,30.13189719147396,23.691898058348848,0
13.55929676549054,14203,53.832927850207604,0.5343958515150715,0
16.69093723066386,31315,59.449178558218335,31.84694224049781,0
4.578295734731508,30065,92.94641084025402,4.496854683118893,0
4.077260321494342,23442,66.30783420880775,-0.6658037042841647,0
15.131649393701386,43486,44.39990124034941,10.319992642724872,0
13.781908039399116,33661,93.38336182764144,26.528004044873263,0
13.50295710207526,49260,79.56388342184046,38.27290892199017,1
14.078689256981855,42303,24.00084750571102,30.46406321857166,0
7.919851670529055,10216,17.43002432813788,37.017418883509585,0
13.393522182966022,42063,69.20210539555963,-2.9697097961736607,0
13.758434839792088,33849,58.18890072981346,-6.441160056816161,0
7.713891491841793,47598,80.01899331031179,17.88523809533356,0
23.19464706686854,43399,75.18647975747521,4.514874152201718,0
14.842997525470725,632,64.39509571646393,31.402748648463643,0
4.852179016784108,48252,98.70630630474476,23.599393570116305,0
15.939321651802977,3885,55.691024360488825,38.536408199289724,0
6.151909978636072,37038,15.745046867663385,2.7396177865652103,0
16.722507622454714,35536,83.68598865751889,14.28920571776162,1
18.951573474044423,34243,28.926069422842353,15.062023871267664,0
7.075906089889737,40873,78.84370407367224,1.9588397428688098,0
17.78025677546593,7713,95.92517412000488,19.50466997440039,0
14.47668556161899,44723,71.19557382661242,12.164299303961975,0
16.93236095996694,26619,61.622865290231104,12.336077799493681,0
23.380757895923683,3335,48.73668668912885,8.13683239862418,1
10.527671303982777,3238,39.61893726956331,-9.153532378723247,0
7.477583013855062,42817,38.53545134232444,16.10476184573945,0
6.66291342224686,4634,65.45540704241111,6.762391785016556,0
7.10513829020737,26392,76.37094610908586,-9.934006550783517,0
11.537389743515375,40101,69.45912160101936,5.397185383096601,1
14.04691184889986,8853,23.84895961338846,3.9314166544878493,0
13.660144795980115,16190,51.92878211363166,9.67240766118179,0
16.96309949421614,2409,80.20580685739098,-3.4074005178301525,0
12.078011351267442,26203,50.191887427960346,15.384191231754222,0
20.721204462943902,14996,55.97921157487192,24.622017625906498,0
10.412059000572263,12562,78.2579245762281,21.509278452728623,1
28.321014999537713,10350,67.8202040951837,30.18774737845953,0
15.754004086590037,28201,43.8877674838273,12.600414399354058,0
6.857054661502305,35231,90.0642075634508,15.95458651698641,0
5.574645011633326,5653,20.443871523030467,30.520097042949168,0
14.894834491459111,10981,99.57406261608085,11.385058540961927,1
10.659223288044895,34234,16.290994955242535,25.079967494979847,0
16.284002964552553,1389,6.420247254902696,11.730118435899593,0
14.839425747441268,19945,89.55179560913264,10.886809725578132,0
11.563026524058763,6961,28.270583294765828,28.010281226458016,0
6.91923769158957,39434,74.32146460743849,-1.2581542266894419,0
2.910916651884812,28705,82.04646061854659,6.929298597078679,0
9.320910287597874,23851,86.6037071480511,1.2086138373450883,1
17.138392765940836,16506,99.20145238809583,7.955497148379856,0
13.284562464781224,44649,32.93377245379991,1.5187411183012012,0
4.525567327728072,49612,72.47311748308962,18.970281554332733,0
13.039085555107093,11440,15.962986536678681,29.908540130892263,0
14.31190427837302,11758,43.646882678900695,29.330653060895095,0
6.696855382793202,24985,85.55731086469609,8.225048227439622,0
12.922350635673167,24263,39.927514375615296,39.438020294713084,0
12.349252310675999,40548,61.15406115088334,19.692718235290037,0
5.142178213016262,1567,52.858477153840234,9.970015088914739,0
14.1467241620897,21107,66.36539545564428,31.776963962071274,0
15.364707158209406,44383,97.42496699183101,26.493700632132043,0
18.498307459051663,9518,10.294875017633201,27.46376684120522,0
18.322812312209418,49021,59.52634416265482,-0.19303251330642035,0
3.7339837922574537,47446,86.98773402877706,13.416215368427757,0
6.3730497605092635,15687,50.73135761610061,33.091406541230135,0
15.090211603251959,37875,12.460082664449418,15.201900381437865,0
15.082715705473253,4485,58.25123847959323,24.172637171052518,0
15.090286117836287,43552,36.547019628262944,19.396686651713228,1
30.0,20063,19.71946960710391,32.117839385919105,0
15.425343064159001,47822,85.65827876192994,4.228041988080131,0
18.813393841083595,37806,54.551953734156555,18.773763894318243,1
17.724010580959213,19108,93.66125917601133,-3.838266599509801,0
15.908347507834788,39639,81.57156793729156,24.510538834973392,1
10.108384532157928,2226,70.8323204084984,26.598391917635603,0
16.553815322959604,27082,5.477422819704634,-7.858133940550079,0
7.363048712774569,6291,45.643228380633744,23.789548181399255,0
10.579088359559947,8958,23.761196756943068,10.734507708289318,0
9.08781871302538,17721,91.52580154964244,-3.795156194515883,0
12.491244836317936,49006,21.585478544254226,10.99537738492338,0
25.887951400041054,21468,32.175704907632124,-0.2883535152209149,0
0.7964088444495103,17570,54.09949293477742,10.777976606165826,0
16.11756114224708,28437,30.01954380481753,9.216951397926385,0
2.3237047728620888,42331,24.93714434151651,26.919581846802874,0
9.168408805263399,43433,61.91443588476148,28.71077790831794,0
18.533703581804197,47807,13.448304661727267,20.351432719227333,0
12.385680114572777,48840,10.525937078487848,-8.865657890877623,0
5.533531332424163,37915,40.36330304267678,36.5511139535497,0
7.70817774444019,43270,73.46312317824692,24.311664004822383,0
16.077586493608056,21302,57.70664203602506,-8.290227503940558,0
7.6178002096971795,44101,45.17326450434399,30.941644960705894,1
13.29875153749185,10920,58.74639860133533,0.013307735899806827,0
12.273431039422883,7142,39.71789104206099,18.96105947855534,0
8.090397914365099,20275,93.93390186605073,13.331718497509357,0
24.863664535951955,29254,10.21596463652356,10.991939117753834,0
15.803514133908067,43810,68.97219050783434,34.48568600621988,0
0.0,4857,89.6718531586363,11.868064578130737,1
13.118725888616567,21763,81.36904732984908,-6.232794121342463,0
8.029281211389673,48867,22.48389830803744,37.331936360747626,0
17.114600008777344,13701,33.113003153127394,36.026761561981374,0
7.244875569403796,3239,73.11955417717495,24.22163447907994,0
11.311581351198607,13731,13.005703122172726,13.39462640660125,0
15.029923673882744,42778,82.12686148409549,-5.357026352823937,0
17.194531165020727,42995,73.29615973745508,29.53740592887381,0
4.798221557665343,21668,74.31263167735754,-6.226104278798552,0
9.99299258495431,33124,14.522930175421182,-6.569950755242717,0
9.150328133034263,11135,73.18725175754193,16.869192121968403,0
8.080024604557728,10464,69.58272189589715,-1.9935879907679888,0
22.592725441686582,28285,83.93763662807581,-9.61348663298255,1
14.429890265765733,30010,8.951615844364603,11.155671549789313,0
4.434696273989729,17761,7.1955135044402585,-3.139138419496703,0
17.507171682328657,19754,40.43567448846327,-1.9742292359654379,0
24.7329371820758,11892,19.134886965669523,-6.154468063233267,0
18.194791563306882,12836,58.04652536917108,0.254687686180497,0
2.8837802042759195,12439,92.14814564314113,25.77420898871947,0
9.094595562802493,27912,42.190574381731494,30.44636536088957,0
19.601466895119735,17176,85.27028584089739,12.626682201465032,0
7.753983206287316,10343,5.022883079197315,15.327690794070884,0
14.662916568877371,46091,21.0088911286225,-8.36724827028987,0
16.64780432057602,25612,7.890236267138134,-6.534186931434157,0
6.438417170531502,31098,36.17398214893152,2.8783862824758453,0
11.6428478636292,35954,91.27801159116777,17.194921035657377,0
0.0,33501,14.210451741903837,26.97755743674965,0
5.8536741519942606,27728,62.60892879066103,20.250153066901653,0
10.484591091641038,14929,47.892114216347196,9.606392749339413,0
4.513300908210903,19258,94.15448017475218,-4.083796349843091,0
21.794467823589812,2772,16.639318541023915,29.03866174435947,0
3.419151732236204,17850,25.14264579771175,8.189302579952853,0
9.359733079818097,23038,7.806487018091861,26.80270072413948,0
12.784443463716547,3900,46.223848714980505,15.648942095717093,1
20.647639734396694,15871,31.394125458642158,26.933102678091263,0
3.3848270929233637,37810,87.64106371958049,35.36447807262859,0
18.978982512929758,36791,62.46937725378673,36.0514758026901,0
12.061398366117523,18647,63.33862010769166,16.75533900003017,0
6.110948093712294,3791,55.53151620372373,15.575418238281939,0
14.772620845579624,35756,13.725782036774095,3.2839232751418623,0
13.19435817344082,11392,47.27677495390875,36.789991576464566,1
8.398698737047232,34826,99.95299302230907,12.895958359981044,0
12.418812509940112,37958,84.34678263037141,-3.6204380356311425,1
9.68811841882944,39389,89.87861014587601,11.635245731327496,1
12.681104071507487,45466,83.20650412841745,-3.647337488099802,0
15.972784047126279,37707,14.788960875943355,15.126584212853754,0
21.51610089687211,40788,26.607584136155964,18.06377574281061,0
4.573107007038906,26495,5.296556878858914,6.887788074679266,0
24.7982002479376,5909,33.83346186342059,-6.4174692884257665,0
0.2874732028649887,42938,15.317703222916794,37.17517678166195,0
11.0892894297865,45374,49.91536780365038,28.66765567417148,0
15.529903238907456,45202,69.32711141452069,31.94405402525605,0
13.685951206410197,30323,88.07800302861732,8.343419714311471,0
8.263802881076437,8369,76.17563068363533,28.041551500972524,0
10.751266497856347,36224,94.165631598958,14.268644758459711,0
9.041994392047002,22901,10.120337587409935,0.05417442030229758,0
8.46381145833473,26458,6.157084364571437,-3.7788311546393363,1
17.09761258212615,11266,67.8271208144402,7.252543466102843,0
14.142092915790284,20268,32.488478971113395,-3.122394426243016,0
7.842542428436075,31294,29.08259653004845,39.913448810203434,0
17.397599252599505,26645,36.43427333091046,-7.540550488398897,0
13.843797125259655,10586,30.630625499774595,12.057179968453827,0
16.87717271303376,43703,53.58645859865079,12.604676119519207,0
15.777773051541674,26942,46.81410248629258,5.031596429083777,0
7.026029934467565,16912,53.68071238078235,18.567578285347267,0
8.638913758818182,26096,68.90779309254144,-2.501148792422766,1
16.483761630739572,10755,41.77739835225909,29.195619029361684,0
15.662221592600789,42906,28.874230278504896,6.622385912381915,0
11.874590436215112,41024,20.78905099683082,19.567129489932086,0
12.703964299852691,23832,38.200041355599424,25.78196180334797,1
19.66598937473055,45124,75.47161514838635,34.45210588450806,0
8.45057166698502,16264,76.8869664605896,31.789371822610004,0
15.282584287020226,28063,68.35601173499998,20.41545140517798,0
10.786844085396636,22639,27.232676654153085,9.419659019194347,0
10.693912780636678,36870,60.86819335619628,15.160233503748197,0
18.592661111923142,5562,59.215517849800555,28.436739668940128,0
16.952498093928178,45145,51.00528882042392,33.87727712797365,0
16.881057816003832,7744,57.2480037064671,-4.810903591166406,1
19.832872842925973,6872,51.720110099248465,9.242813124652674,0
12.126023049796554,40373,58.71835477704028,28.805829920675027,0
16.091717827769784,20465,72.97306568900723,11.582588129698049,0
10.138399460439263,45497,15.414678468326775,6.611388203314192,0
13.944998114930653,17456,76.21444645415725,10.56613484116348,0
11.219141673793892,40973,17.90918426212145,20.14223733931754,0
12.581975789956308,14394,11.329659848985596,39.990257206690075,0
15.570942152621482,45548,97.72757019103942,14.649621455226589,0
7.090675900599165,33882,95.91421804269194,0.42472374771302723,0
24.55432365411276,4550,10.741471769353584,-1.857671236045263,0
5.963895711001788,17209,47.109076940121405,-7.8825126261792855,0
4.714868323273607,16222,22.6932691384786,17.940861745916074,0
18.948665241000406,15710,51.10776522776972,17.22860457444171,0
16.749976163777614,37045,83.8668380849608,0.2616963390154581,0
15.74471890231293,39174,95.30811860057457,24.76647032262835,0
15.77007305558568,34989,65.25400207789605,27.05535208148404,0
11.926519362918512,18233,38.62103838512262,2.9549102691055626,0
6.616473771085011,20580,62.31592873623685,7.204988201486826,0
12.454827349162358,37164,34.64012408030278,39.52358361736283,0
7.93702973092733,40209,91.43324587904573,8.71322339253671,0
17.85071840050651,46732,87.68804399505451,28.04008358780509,0
11.117655710987169,38514,58.032016276567795,12.636271331497,0
7.047016819244931,41652,35.85589696113425,29.667241393048798,0
10.07168495008204,27750,32.87201918038294,28.451161939132394,0
14.477588725653748,20729,8.174709496980649,23.387801259926782,0
8.61765268317615,48637,82.50298084740305,32.73891731477896,1
7.066677626601411,16975,47.786405238705754,36.960924743884256,0
13.462123268951474,46912,35.88762819802512,18.999166022604193,0
13.469799426652337,44376,49.75548372478662,1.8734453611372859,0
8.958340947773221,29511,82.78010909319194,9.931448082203751,0
9.173770166290064,8628,16.838349732214514,27.915285675664663,1
13.392299624145817,32950,86.47731888297359,22.544174256193475,0
3.3114939510160553,19397,90.26333933529364,-1.1100830717375632,0
3.5552173537406686,8668,94.93725192821938,-7.4380229426787645,0
7.6893346724853835,7361,42.76135928014964,24.148079677103244,0
10.719317089728916,42258,25.62833838357883,2.5539512014672674,0
13.865445393588027,14250,40.495877754336355,14.983512186452671,0
20.85213730169731,17488,36.626649141983314,27.337338625629712,0
17.145957739212115,3479,21.734621687771707,18.133339032816657,0
11.040368820219438,24024,62.690333659641354,-5.8348708444101804,0
11.885902752583867,7565,50.27929524831974,-0.7209881608222302,0
5.984823812173147,38184,87.24159427078035,0.9664092015459569,0
11.88892118404566,23684,8.050410145795533,2.893212682242244,1
10.268048166479172,33865,66.167453117737,18.270169597525214,0
13.936311362028537,24204,77.4801434585983,15.198288991269674,0
7.0366143386860625,6122,77.15122407288916,0.1580019182104464,0
15.116079085447033,18761,89.17702687407488,-6.6222578272156465,0
21.196433478015464,45432,74.25820556880194,-1.4283897762640962,0
11.347439109258854,28919,93.14195585653115,39.21906563093017,0
14.41027033259365,34967,36.60237698298469,13.427347489573613,0
16.140863950266674,26105,52.80489459139659,33.36727523510562,0
9.592677168684983,29671,6.337568011874614,32.43762333344216,0
13.3445548908625,22664,5.660970793812665,15.575977873143685,0
12.075554404690768,46697,27.81202894289439,25.334385423027175,1
12.58605659129299,14296,14.5766837282131,-0.3623994793643859,0
7.361941296867201,37354,29.720079953896594,24.419835246345414,0
12.147061045553656,31820,21.819112980197755,3.619228963164476,0
14.987989747472696,1165,7.709402359671583,31.603104837707537,0
20.70686164677025,33194,91.38389390857469,-5.8137933445545045,0
17.75562495651124,24730,5.7811974819446945,28.656933644263873,0
24.919094745069337,23495,74.92780371202312,-5.003154671569023,0
7.395914622671703,27284,19.45404925735407,34.05946184471545,0
17.23392382032407,15105,91.66181408996201,5.2102259067501855,0
13.10005203443011,17963,89.81561426103914,22.719668241528737,0
25.138817599306034,8919,67.12060890507945,14.375113931013992,0
7.150210287869092,48452,68.86224423105749,8.31515726311695,0
6.961668946915344,34337,5.5072184871204115,22.272091659174823,0
8.403644127335866,5763,98.56279878079219,37.3761490275619,0
0.0,49377,88.39409733970237,-7.936512631268907,0
8.845469869915433,41219,90.03509144435874,35.94264279415521,0
7.445204030677813,46187,67.62823101983284,20.454082751050677,0
12.902362718857246,34631,37.75475822218097,30.365715038452617,0
14.050535854662957,37776,89.89662166359568,9.19374767171388,0
23.257025035295317,35023,32.69410817436327,13.592148741880687,0
17.702543029116303,1019,58.457596617509274,33.4425375900582,0
8.53857806602558,31606,14.474442372668827,10.742398490491155,0
6.6095119719098525,45004,92.58578486261126,16.73297833745425,0
14.951515029039035,11014,18.373193488265265,-8.990253845783355,0
4.078600757876147,47956,26.36519654438869,-2.0700997080978856,0
22.988752595126122,7733,58.02274502218042,22.08432539873999,0
19.07664072432772,1602,77.58883502023325,25.848845053193855,0
9.18494608737177,1097,63.8383740639484,19.13004683922497,0
1.7211928254547324,47215,27.052721716014837,-2.8344981862194665,0
20.12323424499248,20157,5.089589040111582,12.270271428891741,0
11.312760928484293,45509,76.92930512920672,7.754738318159491,0
19.426897871840772,39049,98.59469596155391,14.783067201754417,1
2.4334340472337974,44065,81.94174642907859,33.51645172770471,0
8.403749862277362,6756,48.719628724878454,28.793071932932595,0
12.031462198309098,43648,90.85788983291512,-5.8005249305420525,0
12.281883562588453,29901,43.93552894624325,34.515459888728216,0
9.299607171124538,42048,54.868738003129415,13.588357557491179,0
15.737099594084992,7054,50.32732790258991,27.193107244299924,1
5.594277423704433,13164,47.52426790322487,-2.998038436782393,0
11.14572308987224,42867,78.64312308292105,23.535976285352405,0
12.721773790271394,48779,55.04304619060174,1.8163008804728964,1
15.086633004352494,24886,35.088126592395525,11.919044857046577,0
16.269689268533337,5346,29.52502592755544,-9.156856495894779,0
5.252147448972786,26705,8.585995111906172,-2.419468103476199,0
2.7953149755862663,26070,60.40354037888937,-5.3959753438190114,0
19.666060931391055,30755,26.84633446309825,1.9872086469129224,0
13.99388407187755,21682,19.072722591556392,-4.999095498783887,1
7.509080780660678,39873,67.11384656362938,24.595501330978095,0
21.306911853135137,43519,69.71487949304714,-8.548004889539031,0
12.694047805757153,16543,76.45471476447827,20.887025031249898,0
19.075783104382957,46032,52.83980515216619,-2.9646084587212873,0
12.405110888460653,36254,89.93518749436923,37.25807285889484,0
24.364487549291923,900,93.95256157283164,36.65470365549271,0
22.53204505465923,19739,81.7002392802865,1.2751551260481309,0
10.50621510912556,10916,65.38138079077778,20.721064911151473,0
17.829425705726134,3912,33.853490591162924,-8.599734026377078,0
15.872255697510885,16940,98.37976755392101,36.589427152558706,0
20.21178934519409,24906,31.042935883234144,16.149365409585485,0
6.210459236519373,2375,24.25240758909095,-7.83884242911105,0
16.116308759990638,37566,47.00464080972536,7.124999650406869,0
18.350546921097525,37036,10.399854217676904,-6.15752690693829,0
1.4475630814613143,6252,97.95697414382012,9.647221968667994,0
4.9004489240053495,21717,60.90118785956036,23.496317108066155,0
0.0,12989,57.91044870809665,13.49449540207198,0
10.383558993332654,1853,67.30064659047339,9.186108735972724,0
16.305253534775773,27486,52.21724653883463,-4.04214772297676,0
21.01414231257617,21871,8.04603412398145,2.2469522846828163,0
12.444568682518652,39865,63.169572439837694,-4.992835613082444,0
21.77169327342775,15191,73.03651831086091,30.374936582833037,0
3.7193912507106517,4811,44.591160759285046,-3.238008600763872,0
1.779705363869072,48575,76.94307934676333,19.768668327444676,0
11.666713806620287,11294,26.565123437149957,7.137020679442294,0
14.304392693635844,3434,26.02127615128748,1.2989192327591748,0
11.803831511435442,16906,20.334613830319526,21.973421974605188,0
0.0,10894,40.339502179970374,12.850115468847033,0
11.46527976292327,27372,85.46614336196293,10.007273364227956,0
4.173182996970881,42208,83.65164590416111,19.642600244611078,0
16.01803529298023,41593,41.36829975653286,14.563381424500037,0
14.199589476581089,21300,60.966279918122474,5.174210427578039,0
6.360721282035868,43897,73.47755006511699,17.953064388262582,0
8.916798495979839,38409,27.914643589662184,23.47492882753473,1
5.64471886866629,21852,20.973403160000974,-8.665342070657285,0
11.623925416360969,36939,97.34911935516955,13.293586445383768,1
17.73085392300743,28812,63.667944754913755,-7.1158357708228115,0
6.085643721986738,40560,98.23449357419807,-0.6797292965944468,0
15.024279093107067,15938,37.08681877756177,18.025436703898656,0
8.818454289765356,23885,71.7880114975425,33.30944576327904,0
7.242763006425935,45499,26.147345471417584,34.140283959424245,0
11.357817840272652,18982,29.81401627102173,-6.502799493068436,0
5.7885460654837555,32971,53.63070152061428,10.955254314335331,0
8.678104167916908,47779,35.363721923266766,19.150324150227565,0
4.812732644466909,44377,20.924048564855525,-2.6465047724828294,0
23.788350797498335,41712,29.973666688985972,28.271610837238583,1
12.211581311830372,48873,8.396097474257141,27.21176292186194,0
7.8016469520444875,13526,71.92024404036123,35.16705068533973,0
13.28387946440533,42589,51.75108242315685,-9.575699395827849,0
11.326031701855023,20148,13.953091308429935,0.8342121994501328,0
10.674182402800664,5935,21.310929347206663,31.359335712266088,0
15.685000200260552,8993,14.74078112070118,23.52900254134677,0
16.54504626028383,7191,63.196316786208264,34.71949268492454,0
8.816993114336835,3263,13.949984543186911,-7.141017273486674,0
8.54509055613192,20889,76.65682163834553,19.848198285822143,0
10.349689817090136,31998,6.948537335437162,18.452328744683708,0
0.0,36509,28.69069985960975,-8.216279181973382,1
2.9088536268086878,36325,89.61333420973118,15.676103845624176,1
