Latitude,Longitude,Image_Resolution,Segmented_Spill_Area_Pixels,Oil_Spill_Detected
57.24265786604876,16.706546716367548,40,1196,0
64.93150498614182,-90.09209547743212,10,6710,0
-88.74861650438568,-56.42082393679863,30,3670,0
1.9345144639618317,126.73742968968945,30,6597,0
-14.866019433219781,21.318527436644928,20,3746,1
-50.02059411526856,5.307189752440755,10,2519,0
-68.42423387993709,-144.15130312558958,10,4379,0
-29.22926914734697,-174.22986367615567,50,773,0
79.72374670425344,166.9266679273377,30,2902,0
-31.82347223626406,-44.28497977673701,30,7412,0
3.3823119138058977,37.15670235582155,10,2469,0
36.54341260113201,-151.3025736525774,20,4630,0
-24.54667157172708,65.92114286029675,10,1166,0
84.92077488977291,155.72401513414593,20,5532,0
83.24051308958002,27.23949107907108,30,8173,0
-44.67918675143445,-134.5984839448522,50,787,0
-0.4952689393706189,29.41974989045162,40,168,0
-35.84190423298146,95.88499671767485,30,6874,1
-38.72871101205583,-33.69004683335328,20,519,0
-83.3603494761841,136.74158925892843,10,6991,0
19.721580116381432,53.52586320865121,30,5693,0
0.4822241811950678,143.7296105841129,50,6204,0
-80.73382477500192,44.461912049041395,20,3992,0
-39.84363643740994,-132.73633007826328,10,539,1
73.48785947399766,-68.51098400213192,40,9578,0
-46.878859679944966,-107.35381862911551,20,1308,0
-63.91892302357984,147.17753917807042,10,9370,0
-1.8985031500386573,93.74402422349375,40,2663,0
87.41708173990813,63.503412807602174,10,7566,0
-46.43005112792993,-71.65212493261619,40,1353,0
30.98439853305814,-113.74388206192313,40,3309,0
47.09153075916917,92.32239167600825,40,3649,0
-47.22524208136806,-9.30313948353132,10,714,0
41.07894275013472,-98.71576122577352,40,3178,0
-23.79903611053442,41.98391213949903,20,3590,0
23.815049506844307,-165.47981323015728,50,3643,0
24.035347936961045,-62.57870851382874,50,8202,1
6.4394431334565265,-11.319481947191527,40,2000,0
-73.7478413902065,-126.7349997206139,50,5780,1
60.35444920606283,174.47561193270224,50,6851,1
-32.25958830508755,-104.72494874773886,40,5962,0
-56.426668128026236,-133.0728731844244,40,1812,0
-82.6604745201425,-106.7274454007173,20,2429,0
16.360729773883527,96.86200793750072,30,1294,0
31.961585131610835,-26.81796266213659,10,6881,0
-87.01419079298589,23.549738310913682,40,8262,0
2.176750493870576,-172.43670348491014,40,5006,0
-49.230760464371166,-167.60472891360675,50,1478,0
26.131102273700975,-19.50280206227418,20,9604,0
-58.61404277910154,113.99588755258446,50,849,0
34.36879285844387,138.68599633472348,40,5392,0
-20.387637665903267,-148.78563566556952,40,400,0
78.61139797261221,13.810716756368201,50,4795,0
-65.24623005372122,148.76268706053736,40,4724,0
-28.608056810953467,-40.32980841676091,30,3937,0
-69.57476617669397,118.6436993142127,10,377,0
76.4448512901413,-131.86956441620296,10,4017,0
67.92108360857658,156.74201628040754,10,7407,1
-43.57050701127199,90.51239431126895,30,2261,0
28.797128286152226,158.88038140328462,40,1489,1
57.09999603621885,63.58220407890233,50,8982,0
9.93614608790322,-49.17458448020628,20,4832,0
5.337104104081167,157.74522210890007,40,3568,1
-46.4665876379187,-80.79596052869574,30,6241,0
-73.24150179493815,-60.417892057776285,30,6069,0
71.49883643159882,72.29103048062652,10,3916,0
72.07525028939948,95.51386782913906,40,9231,0
23.95826230918823,154.5852541856954,10,5137,0
-28.974637611233877,-106.27113273976458,20,6094,0
-27.14227656972104,107.27929267892063,10,2551,1
40.672022196643084,85.87657922290684,20,124,0
71.47984679146387,-157.03395974870477,30,6062,1
69.67555636772111,-40.5996691643255,10,2656,0
50.377598254372295,-78.20443545836451,10,7732,0
25.5656963077718,-70.38344723254906,50,160,1
-74.85480630089121,173.8608766396923,30,7775,0
-60.90683146296952,51.39986885277404,50,222,1
71.73975393487426,78.36341680565985,20,5716,0
19.157230738726188,171.5823494334033,20,1286,0
-88.34453070900666,-44.20735831525007,30,5258,1
-71.73512228411423,108.66246064301014,20,7964,1
29.430318439450044,-23.56885321038167,30,4189,0
-89.08891490768063,133.0321218533927,20,2572,0
-61.05455074485024,-114.96328512793086,40,7550,0
8.772082085985502,161.16702374314065,10,3064,1
34.54113558468479,-101.24218497208332,40,8204,0
27.353026710468097,-62.56061748686465,30,1410,0
-49.63152429709924,92.22920427844097,30,8446,0
38.19225984255645,-38.24814903645359,40,2312,0
-47.295164250575986,38.956095635920796,10,9554,1
-31.428054331331808,-19.953539615005738,10,6892,0
44.36845292124435,87.25317735232146,50,9654,0
26.93392182849864,-97.8007491473001,20,9229,0
62.860213888952025,-158.95512459472428,50,8803,0
28.370320614061807,-72.02541690969615,10,8478,0
12.29554860038489,-9.248880647365105,40,1945,1
-73.13854179094335,-119.51278121063571,20,7760,0
-23.811155449301967,-52.27297572370007,40,1802,0
-42.26357381728942,-36.00611341431533,50,490,0
-46.08186419176496,-159.33893627222153,30,754,0
85.1418998554402,29.990609346313633,40,5935,0
-19.242409559983127,138.3636340696635,50,4371,0
70.56837993188039,-125.37255133690113,50,9055,0
23.60495267950732,35.21088482454505,50,3500,0
53.06603463749671,59.306113767904655,30,5419,1
0.47467675893458017,-29.0395150490562,30,6832,0
13.84269923274464,72.39513145113719,30,6774,0
-1.346815112604498,-32.136644343235666,20,1185,0
-54.85626219635199,1.6694236718765643,30,5546,0
40.04138074707096,-177.35290396040628,30,4476,0
-39.46097476064595,69.01924108848797,30,2063,0
-85.62312604233831,58.08336442010079,40,5277,0
26.185013263290205,-166.17568416251595,30,4672,1
-58.12007770673119,-47.42996133775209,20,7643,0
79.28254518352458,172.45146268500025,50,9007,0
81.70714386046572,-28.53483747529795,40,342,0
74.67559023968073,0.7003458474630175,10,6610,0
-23.37143395402001,147.57485693749868,30,4015,1
-87.21780902480387,78.21427531167231,50,9815,0
77.09734126579058,29.545247204720482,50,937,0
-12.926853302883421,107.20968528278611,40,3423,1
83.99786742786053,131.17185592415038,10,3053,0
83.45159587606551,-15.520294174583928,20,9637,0
63.54170198412481,-8.960988624539258,50,1532,0
-36.99919942747458,-41.02166316533911,50,6954,0
-20.682408851653452,168.0142104066458,50,7755,0
63.204600873034245,70.97985154452614,50,8531,0
-32.95403907187002,-150.03969616509397,40,8430,0
-59.49130559650335,130.66546439268663,10,8711,0
10.224227242503028,-6.9984212989434935,50,403,1
78.50785934894057,-155.2485936879045,20,2262,0
35.28536340149514,17.898211858791978,20,6586,0
12.611010616085693,-29.820859568747252,30,4202,0
-72.50823112126166,135.98978575054497,50,6974,0
20.701300805850554,-106.56194270062055,50,1268,0
88.2096930187674,117.52725941718585,50,515,0
-64.78487725742568,20.76792882676298,50,5343,0
3.2993374254726127,-160.34029084315114,50,249,0
67.92715294703198,169.86430847717446,20,6624,0
43.3383511957568,4.541487877151971,10,5999,0
35.462833379148236,-75.2843324766303,10,938,0
36.447135117679665,-11.01353688386709,30,6244,0
-25.29159278044407,128.82880206629602,20,9988,0
-37.153468032391196,-70.23487522137714,50,9713,0
55.68500798613245,-110.63649726478789,10,7566,1
55.82041104225254,-133.5343511048827,40,1420,0
66.07301734441866,-72.77061657952395,40,1623,0
74.38329946016484,100.81731133441565,40,5334,1
2.0416317949688034,-10.214508529705792,50,6244,0
0.27293304369592875,-98.1066226703256,50,652,0
53.69313221401953,-120.17340014049029,30,3856,0
26.99350753999773,-60.21738845626353,30,3771,1
36.3540379063866,158.3727742388552,30,581,0
53.24268049849819,-56.510383467591225,40,699,0
70.20096152716194,175.72466734366873,50,7777,1
-29.160871766723556,-5.317035924471778,40,9456,0
-22.39506852481008,-115.50098941554569,30,9295,0
-73.08325082864359,140.8104330456634,50,2082,0
14.090425379311316,-14.272065671462322,20,1734,0
-83.53039071658642,75.4816836616288,10,7930,1
-6.192356736157172,174.13616995529463,10,3097,0
7.676034247363792,-161.93687388480936,30,786,0
-38.422574616908804,-145.18995847647582,40,5629,0
16.349986902421936,79.36442692659223,20,1859,0
-84.5099550109711,-78.54299881363008,50,7123,0
-83.2773260251414,-113.65149709796434,40,6308,0
58.06810091873849,-165.82972326489738,30,7334,0
-25.16568454597268,-172.13518368496736,40,2580,0
-67.12910772266073,98.81481712312471,30,9629,1
4.003786809864787,-131.603966146962,10,7576,0
48.598839557749955,-11.62057825038568,10,7870,0
-51.15221505056823,38.12285346461388,40,214,1
22.120285647420047,-25.79335179521535,20,668,0
-74.63745630112176,-170.24160515895608,50,9845,1
-80.69729018965062,102.06054093164718,30,8051,0
5.643833682266639,-176.21523916500473,50,2789,0
7.314321889819173,94.28036197589424,10,4690,0
24.73738226967718,141.58961776372416,20,3440,0
40.69644007007908,-24.177628419417978,20,3088,0
85.65337430325623,12.795290315207364,50,3251,0
2.934062694215156,-8.285978657644645,10,3115,0
-31.867834870575727,-39.88489729556203,50,9113,0
53.13351505836666,139.47283273332968,40,6445,1
-41.25019477282664,141.81606384119658,20,3674,0
-10.985144272985501,-59.10610872904757,20,7938,1
-75.87785135839212,41.42511144529128,40,1708,0
-85.43686618521765,153.68672237251107,10,659,0
83.2767146420265,166.34105961888656,20,6721,0
60.47642169219705,3.2252545519371134,30,7226,0
35.27535709686563,-16.983070097642358,30,5665,0
-16.388470005431422,-79.67004626573072,10,4535,0
-58.80702238724776,165.1938743485476,40,5750,0
-61.84133231920451,-128.58685038976776,50,8903,0
-44.95627833037284,28.738647377181003,10,1981,0
8.860799647101684,-78.28190369329,50,4269,0
38.62726608601122,-79.55701547479322,10,3963,0
28.83552780919163,-34.211308544572155,30,7536,0
-39.61189854973029,179.56545689363563,40,3808,0
81.87575051937493,-160.21212953766405,30,1809,0
42.82144500523833,28.275054553271325,40,7960,0
9.783729452052123,-150.27402310730022,50,1792,0
20.109734322183403,-124.37250120341317,10,9537,0
-14.471988762997816,-21.757340961756476,20,225,0
-45.408421889791654,3.7656472847188693,20,1299,0
-25.924917842772913,-86.83473298877136,40,6192,1
46.41229988358644,-66.07543288521018,40,2811,0
-87.40917204664395,-148.6918727078641,30,9282,0
-69.10692470875507,-70.8408778160698,20,9813,0
-81.7195244360845,167.96103817699588,30,6328,0
-82.66881558258538,160.09465740209342,50,6095,0
63.9829051219813,-59.4438155506854,20,8282,0
36.658414688404264,25.507417060354168,50,5602,0
-4.648710764281465,147.45434079993996,10,5860,0
-72.38985108281973,-177.7738238492772,30,5682,0
-1.5091424789701757,111.84608532153307,40,2598,0
-4.775081259498178,161.41303900401084,20,2665,0
-58.82366341619727,-147.12273563991945,30,7089,0
-11.906703137164854,-121.87883302814842,40,4890,0
-18.26914780847278,165.86866899768796,10,5124,0
20.853017649398964,13.514451710524668,20,8407,0
24.316857156175885,-174.88921159017946,50,1131,0
-81.84527824103199,-87.2524804451295,10,1341,0
-22.56972936723518,-18.020277263210538,40,1842,0
22.654784828562548,69.44720796891637,20,5809,0
0.5645265444157865,83.93773612924785,20,6099,0
64.16817141389801,178.3517446531642,10,4190,0
28.5648536914101,-76.49596822184675,20,8260,0
-60.671803125342656,13.759236672651088,40,6983,0
-77.29762546792263,11.996477229457803,10,5229,0
25.63547007713681,-33.967706598994496,50,4503,0
-85.22796410250807,-119.10171821672873,10,6677,0
15.439604629223393,171.8843627461833,10,4997,1
79.24144345649236,127.19418719997098,50,263,0
13.585352017658213,-0.6001098140746075,40,3410,0
-20.129413282826057,37.16835216625073,30,3488,0
25.791879319623572,-98.18602071852158,30,1095,0
-7.514479711527007,15.763345341028883,50,6261,0
8.21102207686829,70.1892479237313,40,1977,0
79.46366557977453,5.460130219171964,20,8203,0
-20.501525195860633,176.50266141057884,50,3364,0
83.01430148830455,40.08299624918143,30,1448,0
72.96311555209147,-46.44946346681914,40,2351,0
-54.75759573792664,97.97472994170172,10,7390,0
-77.51496584247022,-118.63349583060887,40,9885,0
-71.8599597520632,-41.57430706574405,40,8118,0
-86.72007138272104,-55.0947778640691,30,6690,0
-73.0002670639329,-24.549445761200186,30,7758,0
32.94121921494423,101.44073733434146,20,532,0
-77.18604327715879,-5.697708421173315,20,5843,0
-32.58438654712297,105.84520209574659,50,5347,0
62.07755597450182,27.53600513035172,10,7815,0
-85.81105156755135,-56.855003523280075,20,3917,0
56.60432686600844,111.59234772605008,30,1170,0
-39.266140540788015,-94.21571860088703,40,4700,0
-68.73033102810187,-99.22212727207362,50,8406,0
35.412689765547114,1.6210526597408759,20,9731,0
23.20971242037912,-86.09427145364799,40,1094,0
67.94496243486954,-176.72866741756212,40,4418,0
42.31278788469944,53.38710982756855,20,4831,1
54.62656746927274,3.993775730063285,10,6168,0
-39.23377693716483,-19.613586782461972,10,7770,0
-58.06088211964989,168.10866526259352,50,4867,0
45.1106552953545,25.63170622664893,10,1057,0
55.23025306810752,130.83536800417843,50,8387,0
88.2909255601212,-129.79791496614234,30,2254,0
-15.728818155943234,24.914326726593966,20,731,0
-23.03674455729903,132.47266562312504,40,9993,0
49.75433293355943,29.91807262076328,50,6145,0
-28.65536275445679,78.48510412572055,10,797,0
77.53631860864165,-46.06431558760534,50,131,0
64.51429533174212,-146.71817386665603,50,6309,0
-12.781075072496698,-15.155893754254288,10,4974,0
45.156792202469525,-37.98741929801129,10,5662,0
45.817717335242826,132.14166565642103,20,8840,0
-71.43770360953214,-92.16169115311,40,2348,0
72.459523202322,168.0243219126389,20,6292,0
0.9454270406142862,164.92972312961862,20,9995,0
58.76234389939349,-90.85260849428207,10,6506,0
-32.391071814489884,-54.70129602816463,10,1256,0
71.19418112931609,142.4000667145986,40,8635,0
-19.943697827850638,167.9839995225987,50,5395,0
-88.0492227335463,-20.361922979024143,20,6254,0
72.96875575546746,-64.44106356927679,40,2348,0
-73.56839817849595,9.393844770555134,20,9236,1
-32.52354523372532,67.59691429166453,50,3385,1
81.01115406914488,-81.54917446500727,20,9622,0
81.1092864487601,85.13034286286621,30,2103,0
13.2188198621915,-161.40335143872923,40,3715,0
23.730698190563867,-162.2539826048101,10,3772,0
-9.279806043902441,-40.93642614760372,20,7558,0
-37.22206109434838,-52.74965085814059,40,2255,0
-30.840381833415126,-66.37204246782518,40,3579,0
31.053322093866914,-3.2328854391923967,20,151,1
45.42741529878241,-64.53591036783436,10,2259,0
52.48422787065274,-110.7871493514869,10,4490,0
52.1312657030197,-68.59096232810367,20,3751,1
-73.58290145123573,170.9655382116846,40,7456,0
-1.0043451535353354,-31.999169881854503,10,2212,1
-79.63942319700404,-19.903400330999123,20,5865,0
8.915198818272396,27.556196382410402,20,1454,1
-10.524509752792138,174.00267662912157,20,5720,0
69.78675289649395,-93.02354048312532,40,3854,0
-26.835297740625837,65.26155979167618,10,309,0
-68.92793704303095,77.75448967502068,40,6332,1
-64.26149723048954,38.63679004550373,30,7946,0
47.071913709145,-148.11179773080812,10,6271,0
21.27925139692699,63.67401929792753,40,337,0
-71.79791829789775,-156.92590402697684,10,8627,1
-74.86077489930047,34.611353837962895,30,8175,0
36.1744436626416,86.24922379982736,50,1676,0
-76.90265885444516,-104.05083937681785,20,8791,0
57.93481067226412,122.98392271539866,40,9856,0
37.123600888169314,-169.07263000811847,30,9082,0
-75.35721948445804,123.7726309169902,30,3640,0
-74.72921146466545,-14.281541768604571,10,9427,0
87.59512413021159,-101.66834162460799,10,7357,0
-22.631256763898342,-131.8398678021715,20,249,1
-23.284413527959636,163.19058032965413,10,1724,0
56.30392210635046,-153.84038847078358,40,7761,0
80.50474392909457,-108.32636882306676,40,2674,0
87.48019148811676,-54.783954924103455,40,4528,0
45.608073346609494,43.284545626003364,50,7629,1
-22.273274604435162,16.128390699395418,40,4369,0
-74.96987099423963,-134.76834273156697,10,7869,0
49.886444866938625,-75.69792585424274,10,2208,0
10.512764952444908,-94.04936240903133,40,4047,0
-13.640038335544268,-103.1245723834771,30,7999,0
73.14378931705248,-31.98803886720466,30,5014,1
-69.98445318489276,73.45132293299648,30,6767,1
-1.327481227645353,-101.71694440179506,20,2363,0
-87.95634394186457,-47.9956033069267,50,9904,0
-5.641084441057272,-39.26972633718159,40,3915,0
-79.86541037726927,171.52435059674767,20,677,0
-68.61277507174705,163.67988847646478,30,522,0
-68.84527558012113,108.04952979074733,40,2863,0
26.857854380891443,-93.00278850509333,20,1329,0
44.28807826777619,-155.50656692699891,10,3276,0
15.006377717488732,-65.91451042057508,30,9045,0
83.19105872541755,-83.9539622038209,20,787,0
-22.52329568573327,2.133288052701796,10,822,0
-38.57182446926507,99.98204762440551,30,846,0
66.34784307410285,128.9962579963889,50,4437,0
-49.752749066498524,124.15107074778307,30,2812,0
83.38005709931004,-50.51679795969561,50,807,0
-87.81219455583306,67.40436364584585,50,8726,1
84.57818880737503,-67.3796888912808,50,583,0
-82.2312158488963,-158.07400443533422,40,1633,0
70.40576046565279,72.56349561705923,40,269,0
4.986199635533975,-176.46208107487638,50,1120,0
88.73366330147405,-32.69426851494411,10,7193,1
-76.7166183476282,-61.42346305125274,50,6566,0
9.69377119223774,69.61591386678687,20,947,0
84.47445641143781,95.8483701937364,50,8987,0
4.157611950626787,-70.52593105033782,40,3446,0
23.291754864347254,112.18572520014727,40,4113,0
35.23476401723109,-74.18996621822384,20,8178,1
-8.182608341800819,-19.322510404837956,20,131,0
22.96045441513142,81.72666972508821,30,8468,0
15.176576146158043,69.45128252092388,10,7977,0
72.20844188837802,175.452650032392,10,6270,1
-81.81965153853758,-98.94203128226452,10,7930,0
-39.42662587339854,58.43444887424965,40,9794,0
81.07406713378057,39.48548697927986,10,2415,0
70.24748110036494,149.43544361641077,30,165,0
-7.981784498571671,-123.70962900784498,30,2028,0
21.62386760427661,90.64733889129587,10,5111,1
-40.071387063396116,24.576701856756603,20,7633,0
-56.138191249722965,-81.12028687635404,30,6325,0
-6.534287110803212,-9.203430907017328,20,5547,1
-26.396598955310495,-59.840425054872796,40,684,0
15.058100133156973,28.552825003845918,30,6570,0
-76.00776534630273,140.0402198932797,20,6785,0
85.39106537990996,24.949794388392725,10,5344,1
87.51793400632852,47.42007059757026,40,8254,0
35.66910852355412,6.749224961295401,50,8051,0
6.497345941941671,-161.58041767962868,50,1848,0
-34.28502906846101,-96.17091952460608,10,7770,0
56.483103547250764,-2.8793774044502074,40,2304,0
33.25161105969827,-68.31529785190628,40,1992,1
-60.72895091791957,-114.56510480597008,40,7118,0
73.96689320889165,1.4878230906377965,40,3193,0
58.05670372617042,-63.78847435877388,50,1073,0
80.96398439254632,-87.0812484575707,20,4124,0
40.629511509904795,-12.965249721462913,40,9734,0
20.414735268442175,-132.01766709041766,20,6715,0
-14.716253467688603,153.98846390714664,40,4429,0
77.89112700372239,132.37275525092605,30,6815,1
65.89150011007351,74.74341086659271,30,1577,1
-81.86063938088591,-141.76302206815578,30,5789,0
-85.25394459049464,99.3158116090895,40,9062,0
-22.236593961951073,110.86463811924683,20,7429,0
55.89959954072992,96.39526237716157,50,6544,1
87.70970327669,-138.97228063707317,10,8597,0
-62.924959601364925,51.806864544395296,50,101,0
16.94352876338432,120.35692646978347,40,8562,0
-21.439645806416127,27.847224439080378,30,6943,0
84.58459160662858,52.706655082112036,30,9155,0
61.58140616442756,-14.989147406529778,20,6072,0
60.89916684800481,10.334635158258942,40,8003,0
-5.63523123690535,-167.62433099337892,50,5205,0
-15.332489579220267,50.02668791038245,40,7802,0
-40.78672705247288,-150.6790033591827,40,3014,0
-79.85241060283312,-23.39474603751958,30,5256,0
65.65002772590958,-74.64416483973318,50,8398,0
56.32218164341396,16.35406207621671,10,3268,1
89.94918119150351,-131.97011921164545,30,2699,0
89.39463067330297,68.99162471039455,50,5816,0
9.97770700847294,106.20415329424934,20,2335,0
48.417734732491894,-121.19239809246366,30,2899,0
80.05783137883704,-142.4472885533224,20,7113,0
62.936530321934065,-127.61442619655071,30,9803,0
-45.47734168622442,135.7659222834606,40,5573,0
-8.902055644183166,10.14813423228822,50,118,0
-66.7513052727309,-11.786041437299065,20,958,0
81.72918490657003,-141.58374512315245,30,9708,0
19.11143420115841,53.84016243250625,20,5480,0
-48.84429500937671,132.47985308223235,30,3132,0
30.90612319305421,118.14691295644306,30,4605,0
21.26308328242125,45.37969523308846,10,9718,1
-25.53071075408871,-152.8996620053975,10,5889,0
-69.55963340406677,-139.53707021663533,10,2631,0
30.88317520670393,-162.24876464046312,20,7571,0
3.6553861626827944,-87.30748206271105,40,4819,0
49.01731051241508,-131.161871822264,30,4963,0
3.6294302001588097,-86.3827055091238,50,4138,0
63.39267005733722,-41.3790999411738,10,2552,0
9.343230979407398,159.47380226560884,20,2946,1
10.96883487636953,39.735381521409145,20,8164,1
67.7976484785021,120.59056284586643,20,6722,0
-17.373084081768532,75.72654025643959,50,8996,0
-65.87725887888467,-139.49887301041258,50,9633,0
-84.81911826359898,84.93134629462159,10,3562,0
45.92470602125142,-80.9644026387152,50,1259,1
21.65571924362364,50.078824918094284,10,4726,0
36.734358257860244,-57.25368948852413,50,7156,1
-51.66645092839607,179.1620147752773,50,3822,0
-65.45313439438144,-85.12146738115999,50,3660,0
-87.38196017978126,-79.51303052126292,10,6217,0
-26.894239414812546,155.0420120024634,30,6689,0
16.185183633833955,-171.12801433092383,10,6949,0
-19.396071882048183,70.80803563435087,30,2343,0
-11.254514035728768,81.11750066491612,20,8277,0
72.74856500887472,121.09628786774377,20,1860,0
-27.314015935805937,170.79815182985112,10,5542,0
2.5181080487659435,171.21669089639485,30,7779,0
51.05754229340575,-156.500367276073,30,2775,0
-18.62229918217137,115.8621561910449,30,7224,0
21.97560604101723,52.67157611665728,20,5881,0
65.22546757441413,53.04316837431283,10,3336,0
80.91371225837558,-133.79402641870988,40,5998,0
-63.52677343277317,54.0673799204352,30,8335,0
76.78577252906899,173.69372901644923,30,8780,0
-1.4190672456831255,148.25468503420092,40,4376,0
-43.516010106187494,-21.91296211025381,10,4823,0
-7.355563877112965,-165.61872961700604,30,9248,0
