Grid_Latitude,Grid_Longitude,Anomaly_Flag
-29.501950195019504,-59.00390039003901,1
-29.495949594959495,-58.99189918991899,1
-29.48994899489949,-58.97989798979898,1
-29.483948394839484,-58.96789678967897,1
-29.477947794779478,-58.955895589558956,1
-29.471947194719473,-58.943894389438945,1
-29.465946594659467,-58.931893189318934,1
-29.459945994599458,-58.919891989198916,1
-29.453945394539453,-58.907890789078905,1
-29.447944794479447,-58.895889588958894,1
-29.44194419441944,-58.88388838883888,1
-29.435943594359436,-58.87188718871887,1
-29.42994299429943,-58.85988598859886,1
-29.423942394239425,-58.84788478847885,1
-29.417941794179416,-58.83588358835883,1
-29.41194119411941,-58.82388238823882,1
-29.405940594059405,-58.81188118811881,1
-29.3999399939994,-58.7998799879988,1
-29.393939393939394,-58.78787878787879,1
-29.38793879387939,-58.77587758775878,1
-29.381938193819384,-58.76387638763877,1
-29.375937593759375,-58.75187518751875,1
-29.36993699369937,-58.73987398739874,1
-29.363936393639364,-58.72787278727873,1
-29.357935793579358,-58.715871587158716,1
-29.351935193519353,-58.703870387038705,1
-29.345934593459347,-58.691869186918694,1
-29.33993399339934,-58.67986798679868,1
-29.333933393339333,-58.667866786678665,1
-29.327932793279327,-58.655865586558654,1
-29.32193219321932,-58.64386438643864,1
-29.315931593159316,-58.63186318631863,1
-29.30993099309931,-58.61986198619862,1
-29.303930393039305,-58.60786078607861,1
-29.297929792979296,-58.59585958595859,1
-29.29192919291929,-58.58385838583858,1
-29.285928592859285,-58.57185718571857,1
-29.27992799279928,-58.55985598559856,1
-29.273927392739274,-58.54785478547855,1
-29.26792679267927,-58.53585358535854,1
-29.261926192619264,-58.52385238523853,1
-29.255925592559255,-58.51185118511851,1
-29.24992499249925,-58.4998499849985,1
-29.243924392439244,-58.48784878487849,1
-29.237923792379238,-58.475847584758476,1
-29.231923192319233,-58.463846384638465,1
-29.225922592259227,-58.451845184518454,1
-29.219921992199218,-58.439843984398436,1
-29.213921392139213,-58.427842784278425,1
-29.207920792079207,-58.415841584158414,1
-29.2019201920192,-58.4038403840384,1
-29.195919591959196,-58.39183918391839,1
-29.18991899189919,-58.37983798379838,1
-29.183918391839185,-58.36783678367837,1
-29.177917791779176,-58.35583558355835,1
-29.17191719171917,-58.34383438343834,1
-29.165916591659165,-58.33183318331833,1
-29.15991599159916,-58.31983198319832,1
-29.153915391539154,-58.30783078307831,1
-29.14791479147915,-58.2958295829583,1
-29.141914191419144,-58.28382838283829,1
-29.135913591359135,-58.27182718271827,1
-29.12991299129913,-58.25982598259826,1
-29.123912391239124,-58.24782478247825,1
-29.117911791179118,-58.235823582358236,1
-29.111911191119113,-58.223822382238225,1
-29.105910591059107,-58.211821182118214,1
-29.0999099909991,-58.1998199819982,1
-29.093909390939093,-58.187818781878185,1
-29.087908790879087,-58.175817581758174,1
-29.08190819081908,-58.16381638163816,1
-29.075907590759076,-58.15181518151815,1
-29.06990699069907,-58.13981398139814,1
-29.063906390639065,-58.12781278127813,1
-29.057905790579056,-58.11581158115811,1
-29.05190519051905,-58.1038103810381,1
-29.045904590459045,-58.09180918091809,1
-29.03990399039904,-58.07980798079808,1
-29.033903390339034,-58.06780678067807,1
-29.02790279027903,-58.05580558055806,1
-29.021902190219024,-58.04380438043805,1
-29.015901590159014,-58.03180318031803,1
-29.00990099009901,-58.01980198019802,1
-29.003900390039004,-58.00780078007801,1
-28.997899789978998,-57.995799579957996,1
-28.991899189918993,-57.983798379837985,1
-28.985898589858987,-57.971797179717974,1
-28.979897989798978,-57.959795979597956,1
-28.973897389738973,-57.947794779477945,1
-28.967896789678967,-57.935793579357934,1
-28.96189618961896,-57.92379237923792,1
-28.955895589558956,-57.91179117911791,1
-28.94989498949895,-57.8997899789979,1
-28.943894389438945,-57.88778877887789,1
-28.937893789378936,-57.87578757875787,1
-28.93189318931893,-57.86378637863786,1
-28.925892589258925,-57.85178517851785,1
-28.91989198919892,-57.83978397839784,1
-28.913891389138914,-57.82778277827783,1
-28.90789078907891,-57.81578157815782,1
-28.901890189018903,-57.80378037803781,1
-28.895889588958894,-57.79177917791779,1
-28.88988898889889,-57.77977797779778,1
-28.883888388838884,-57.76777677767777,1
-28.877887788778878,-57.755775577557756,1
-28.871887188718873,-57.743774377437745,1
-28.865886588658867,-57.731773177317734,1
-28.85988598859886,-57.71977197719772,1
-28.853885388538853,-57.707770777077705,1
-28.847884788478847,-57.695769576957694,1
-28.84188418841884,-57.68376837683768,1
-28.835883588358836,-57.67176717671767,1
-28.82988298829883,-57.65976597659766,1
-28.823882388238825,-57.64776477647765,1
-28.817881788178816,-57.63576357635763,1
-28.81188118811881,-57.62376237623762,1
-28.805880588058805,-57.61176117611761,1
-28.7998799879988,-57.5997599759976,1
-28.793879387938794,-57.58775877587759,1
-28.78787878787879,-57.57575757575758,1
-28.781878187818783,-57.56375637563757,1
-28.775877587758774,-57.55175517551755,1
-28.76987698769877,-57.53975397539754,1
-28.763876387638764,-57.52775277527753,1
-28.757875787578758,-57.515751575157516,1
-28.751875187518753,-57.503750375037505,1
-28.745874587458747,-57.491749174917494,1
-28.739873987398738,-57.479747974797476,1
-28.733873387338733,-57.467746774677465,1
-28.727872787278727,-57.455745574557454,1
-28.72187218721872,-57.44374437443744,1
-28.715871587158716,-57.43174317431743,1
-28.70987098709871,-57.41974197419742,1
-28.703870387038705,-57.40774077407741,1
-28.6978697869787,-57.3957395739574,1
-28.69186918691869,-57.38373837383738,1
-28.685868586858685,-57.37173717371737,1
-28.67986798679868,-57.35973597359736,1
-28.673867386738674,-57.34773477347735,1
-28.66786678667867,-57.33573357335734,1
-28.661866186618663,-57.32373237323733,1
-28.655865586558654,-57.31173117311731,1
-28.64986498649865,-57.2997299729973,1
-28.643864386438644,-57.28772877287729,1
-28.637863786378638,-57.275727572757276,1
-28.631863186318633,-57.263726372637265,1
-28.625862586258627,-57.251725172517254,1
-28.61986198619862,-57.23972397239724,1
-28.613861386138613,-57.227722772277225,1
-28.607860786078607,-57.215721572157214,1
-28.6018601860186,-57.2037203720372,1
-28.595859585958596,-57.19171917191719,1
-28.58985898589859,-57.17971797179718,1
-28.583858385838585,-57.16771677167717,1
-28.577857785778576,-57.15571557155715,1
-28.57185718571857,-57.14371437143714,1
-28.565856585658565,-57.13171317131713,1
-28.55985598559856,-57.11971197119712,1
-28.553855385538554,-57.10771077107711,1
-28.54785478547855,-57.0957095709571,1
-28.541854185418543,-57.08370837083709,1
-28.535853585358534,-57.07170717071707,1
-28.52985298529853,-57.05970597059706,1
-28.523852385238524,-57.04770477047705,1
-28.517851785178518,-57.035703570357036,1
-28.511851185118513,-57.023702370237025,1
-28.505850585058507,-57.011701170117014,1
-28.499849984998498,-56.999699969996996,1
-28.493849384938493,-56.987698769876985,1
-28.487848784878487,-56.975697569756974,1
-28.48184818481848,-56.96369636963696,1
-28.475847584758476,-56.95169516951695,1
-28.46984698469847,-56.93969396939694,1
-28.463846384638465,-56.92769276927693,1
-28.45784578457846,-56.91569156915692,1
-28.45184518451845,-56.9036903690369,1
-28.445844584458445,-56.89168916891689,1
-28.43984398439844,-56.87968796879688,1
-28.433843384338434,-56.86768676867687,1
-28.42784278427843,-56.85568556855686,1
-28.421842184218423,-56.84368436843685,1
-28.415841584158414,-56.83168316831683,1
-28.40984098409841,-56.81968196819682,1
-28.403840384038403,-56.80768076807681,1
-28.397839783978398,-56.795679567956796,1
-28.391839183918393,-56.783678367836785,1
-28.385838583858387,-56.771677167716774,1
-28.37983798379838,-56.75967596759676,1
-28.373837383738373,-56.747674767476745,1
-28.367836783678367,-56.735673567356734,1
-28.36183618361836,-56.72367236723672,1
-28.355835583558356,-56.71167116711671,1
-28.34983498349835,-56.6996699669967,1
-28.343834383438345,-56.68766876687669,1
-28.337833783378336,-56.67566756675667,1
-28.33183318331833,-56.66366636663666,1
-28.325832583258325,-56.65166516651665,1
-28.31983198319832,-56.63966396639664,1
-28.313831383138314,-56.62766276627663,1
-28.30783078307831,-56.61566156615662,1
-28.301830183018303,-56.60366036603661,1
-28.295829582958294,-56.59165916591659,1
-28.28982898289829,-56.57965796579658,1
-28.283828382838283,-56.56765676567657,1
-28.277827782778278,-56.555655565556556,1
-28.271827182718273,-56.543654365436545,1
-28.265826582658267,-56.531653165316534,1
-28.259825982598258,-56.519651965196516,1
-28.253825382538253,-56.507650765076505,1
-28.247824782478247,-56.495649564956494,1
-28.24182418241824,-56.48364836483648,1
-28.235823582358236,-56.47164716471647,1
-28.22982298229823,-56.45964596459646,1
-28.223822382238225,-56.44764476447645,1
-28.21782178217822,-56.43564356435644,1
-28.21182118211821,-56.42364236423642,1
-28.205820582058205,-56.41164116411641,1
-28.1998199819982,-56.3996399639964,1
-28.193819381938194,-56.38763876387639,1
-28.18781878187819,-56.37563756375638,1
-28.181818181818183,-56.36363636363637,1
-28.175817581758174,-56.35163516351635,1
-28.16981698169817,-56.33963396339634,1
-28.163816381638163,-56.32763276327633,1
-28.157815781578158,-56.315631563156316,1
-28.151815181518153,-56.303630363036305,1
-28.145814581458147,-56.291629162916294,1
-28.13981398139814,-56.27962796279628,1
-28.133813381338133,-56.267626762676265,1
-28.127812781278127,-56.255625562556254,1
-28.12181218121812,-56.24362436243624,1
-28.115811581158116,-56.23162316231623,1
-28.10981098109811,-56.21962196219622,1
-28.103810381038105,-56.20762076207621,1
-28.097809780978096,-56.19561956195619,1
-28.09180918091809,-56.18361836183618,1
-28.085808580858085,-56.17161716171617,1
-28.07980798079808,-56.15961596159616,1
-28.073807380738074,-56.14761476147615,1
-28.06780678067807,-56.13561356135614,1
-28.061806180618063,-56.12361236123613,1
-28.055805580558054,-56.11161116111611,1
-28.04980498049805,-56.0996099609961,1
-28.043804380438043,-56.08760876087609,1
-28.037803780378038,-56.075607560756076,1
-28.031803180318033,-56.063606360636065,1
-28.025802580258027,-56.051605160516054,1
-28.01980198019802,-56.03960396039604,1
-28.013801380138013,-56.027602760276025,1
-28.007800780078007,-56.015601560156014,1
-28.001800180018,-56.003600360036,1
-27.995799579957996,-55.99159915991599,1
-27.98979897989799,-55.97959795979598,1
-27.983798379837985,-55.96759675967597,1
-27.97779777977798,-55.95559555955596,1
-27.97179717971797,-55.94359435943594,1
-27.965796579657965,-55.93159315931593,1
-27.95979597959796,-55.91959195919592,1
-27.953795379537954,-55.90759075907591,1
-27.94779477947795,-55.8955895589559,1
-27.941794179417943,-55.88358835883589,1
-27.935793579357934,-55.87158715871587,1
-27.92979297929793,-55.85958595859586,1
-27.923792379237923,-55.84758475847585,1
-27.917791779177918,-55.835583558355836,1
-27.911791179117913,-55.823582358235825,1
-27.905790579057907,-55.811581158115814,1
-27.8997899789979,-55.7995799579958,1
-27.893789378937893,-55.787578757875785,1
-27.887788778877887,-55.775577557755774,1
-27.88178817881788,-55.76357635763576,1
-27.875787578757876,-55.75157515751575,1
-27.86978697869787,-55.73957395739574,1
-27.863786378637865,-55.72757275727573,1
-27.857785778577856,-55.71557155715571,1
-27.85178517851785,-55.7035703570357,1
-27.845784578457845,-55.69156915691569,1
-27.83978397839784,-55.67956795679568,1
-27.833783378337834,-55.66756675667567,1
-27.82778277827783,-55.65556555655566,1
-27.821782178217823,-55.64356435643565,1
-27.815781578157814,-55.63156315631563,1
-27.80978097809781,-55.61956195619562,1
-27.803780378037803,-55.60756075607561,1
-27.797779777977798,-55.595559555955596,1
-27.791779177917793,-55.583558355835585,1
-27.785778577857787,-55.571557155715574,1
-27.779777977797778,-55.559555955595556,1
-27.773777377737773,-55.547554755475545,1
-27.767776777677767,-55.535553555355534,1
-27.76177617761776,-55.52355235523552,1
-27.755775577557756,-55.51155115511551,1
-27.74977497749775,-55.4995499549955,1
-27.743774377437745,-55.48754875487549,1
-27.73777377737774,-55.47554755475548,1
-27.73177317731773,-55.46354635463546,1
-27.725772577257725,-55.45154515451545,1
-27.71977197719772,-55.43954395439544,1
-27.713771377137714,-55.42754275427543,1
-27.70777077707771,-55.41554155415542,1
-27.701770177017703,-55.40354035403541,1
-27.695769576957694,-55.39153915391539,1
-27.68976897689769,-55.37953795379538,1
-27.683768376837683,-55.36753675367537,1
-27.677767776777678,-55.355535553555356,1
-27.671767176717672,-55.343534353435345,1
-27.665766576657667,-55.331533153315334,1
-27.65976597659766,-55.31953195319532,1
-27.653765376537653,-55.307530753075305,1
-27.647764776477647,-55.295529552955294,1
-27.64176417641764,-55.28352835283528,1
-27.635763576357636,-55.27152715271527,1
-27.62976297629763,-55.25952595259526,1
-27.623762376237625,-55.24752475247525,1
-27.617761776177616,-55.23552355235523,1
-27.61176117611761,-55.22352235223522,1
-27.605760576057605,-55.21152115211521,1
-27.5997599759976,-55.1995199519952,1
-27.593759375937594,-55.18751875187519,1
-27.58775877587759,-55.17551755175518,1
-27.581758175817583,-55.16351635163517,1
-27.575757575757578,-55.151515151515156,1
-27.56975697569757,-55.13951395139514,1
-27.563756375637563,-55.12751275127513,1
-27.557755775577558,-55.115511551155116,1
-27.551755175517552,-55.103510351035105,1
-27.545754575457547,-55.091509150915094,1
-27.539753975397538,-55.079507950795076,1
-27.533753375337533,-55.067506750675065,1
-27.527752775277527,-55.055505550555054,1
-27.52175217521752,-55.04350435043504,1
-27.515751575157516,-55.03150315031503,1
-27.50975097509751,-55.01950195019502,1
-27.503750375037505,-55.00750075007501,1
-27.4977497749775,-54.995499549955,1
-27.49174917491749,-54.98349834983498,1
-27.485748574857485,-54.97149714971497,1
-27.47974797479748,-54.95949594959496,1
-27.473747374737474,-54.94749474947495,1
-27.46774677467747,-54.93549354935494,1
-27.461746174617463,-54.92349234923493,1
-27.455745574557454,-54.91149114911491,1
-27.44974497449745,-54.8994899489949,1
-27.443744374437443,-54.88748874887489,1
-27.437743774377438,-54.875487548754876,1
-27.431743174317432,-54.863486348634865,1
-27.425742574257427,-54.851485148514854,1
-27.41974197419742,-54.83948394839484,1
-27.413741374137413,-54.827482748274825,1
-27.407740774077407,-54.815481548154814,1
-27.4017401740174,-54.8034803480348,1
-27.395739573957396,-54.79147914791479,1
-27.38973897389739,-54.77947794779478,1
-27.383738373837385,-54.76747674767477,1
-27.377737773777376,-54.75547554755475,1
-27.37173717371737,-54.74347434743474,1
-27.365736573657365,-54.73147314731473,1
-27.35973597359736,-54.71947194719472,1
-27.353735373537354,-54.70747074707471,1
-27.34773477347735,-54.6954695469547,1
-27.341734173417343,-54.68346834683469,1
-27.335733573357338,-54.671467146714676,1
-27.32973297329733,-54.65946594659466,1
-27.323732373237323,-54.64746474647465,1
-27.317731773177318,-54.635463546354636,1
-27.311731173117312,-54.623462346234625,1
-27.305730573057307,-54.611461146114614,1
-27.299729972997298,-54.599459945994596,1
-27.293729372937293,-54.587458745874585,1
-27.287728772877287,-54.575457545754574,1
-27.28172817281728,-54.56345634563456,1
-27.275727572757276,-54.55145514551455,1
-27.26972697269727,-54.53945394539454,1
-27.263726372637265,-54.52745274527453,1
-27.25772577257726,-54.51545154515452,1
-27.25172517251725,-54.5034503450345,1
-27.245724572457245,-54.49144914491449,1
-27.23972397239724,-54.47944794479448,1
-27.233723372337234,-54.46744674467447,1
-27.22772277227723,-54.45544554455446,1
-27.221722172217223,-54.44344434443445,1
-27.215721572157214,-54.43144314431443,1
-27.20972097209721,-54.41944194419442,1
-27.203720372037203,-54.40744074407441,1
-27.197719771977198,-54.395439543954396,1
-27.191719171917192,-54.383438343834385,1
-27.185718571857187,-54.371437143714374,1
-27.17971797179718,-54.35943594359436,1
-27.173717371737172,-54.347434743474345,1
-27.167716771677167,-54.335433543354334,1
-27.16171617161716,-54.32343234323432,1
-27.155715571557156,-54.31143114311431,1
-27.14971497149715,-54.2994299429943,1
-27.143714371437145,-54.28742874287429,1
-27.137713771377136,-54.27542754275427,1
-27.13171317131713,-54.26342634263426,1
-27.125712571257125,-54.25142514251425,1
-27.11971197119712,-54.23942394239424,1
-27.113711371137114,-54.22742274227423,1
-27.10771077107711,-54.21542154215422,1
-27.101710171017103,-54.20342034203421,1
-27.095709570957098,-54.191419141914196,1
-27.08970897089709,-54.17941794179418,1
-27.083708370837083,-54.16741674167417,1
-27.077707770777078,-54.155415541554156,1
-27.071707170717072,-54.143414341434145,1
-27.065706570657067,-54.131413141314134,1
-27.059705970597058,-54.119411941194116,1
-27.053705370537052,-54.107410741074105,1
-27.047704770477047,-54.095409540954094,1
-27.04170417041704,-54.08340834083408,1
-27.035703570357036,-54.07140714071407,1
-27.02970297029703,-54.05940594059406,1
-27.023702370237025,-54.04740474047405,1
-27.01770177017702,-54.03540354035404,1
-27.01170117011701,-54.02340234023402,1
-27.005700570057005,-54.01140114011401,1
-26.999699969997,-53.999399939994,1
-26.993699369936994,-53.98739873987399,1
-26.98769876987699,-53.97539753975398,1
-26.981698169816983,-53.96339633963397,1
-26.975697569756974,-53.95139513951395,1
-26.96969696969697,-53.93939393939394,1
-26.963696369636963,-53.92739273927393,1
-26.957695769576958,-53.915391539153916,1
-26.951695169516952,-53.903390339033905,1
-26.945694569456947,-53.891389138913894,1
-26.93969396939694,-53.87938793879388,1
-26.933693369336932,-53.867386738673865,1
-26.927692769276927,-53.855385538553854,1
-26.92169216921692,-53.84338433843384,1
-26.915691569156916,-53.83138313831383,1
-26.90969096909691,-53.81938193819382,1
-26.903690369036905,-53.80738073807381,1
-26.897689768976896,-53.79537953795379,1
-26.89168916891689,-53.78337833783378,1
-26.885688568856885,-53.77137713771377,1
-26.87968796879688,-53.75937593759376,1
-26.873687368736874,-53.74737473747375,1
-26.86768676867687,-53.73537353735374,1
-26.861686168616863,-53.72337233723373,1
-26.855685568556858,-53.711371137113716,1
-26.84968496849685,-53.6993699369937,1
-26.843684368436843,-53.68736873687369,1
-26.837683768376838,-53.675367536753676,1
-26.831683168316832,-53.663366336633665,1
-26.825682568256827,-53.651365136513654,1
-26.819681968196818,-53.639363936393636,1
-26.813681368136812,-53.627362736273625,1
-26.807680768076807,-53.615361536153614,1
-26.8016801680168,-53.6033603360336,1
-26.795679567956796,-53.59135913591359,1
-26.78967896789679,-53.57935793579358,1
-26.783678367836785,-53.56735673567357,1
-26.77767776777678,-53.55535553555356,1
-26.77167716771677,-53.54335433543354,1
-26.765676567656765,-53.53135313531353,1
-26.75967596759676,-53.51935193519352,1
-26.753675367536754,-53.50735073507351,1
-26.74767476747675,-53.4953495349535,1
-26.741674167416743,-53.48334833483349,1
-26.735673567356734,-53.47134713471347,1
-26.72967296729673,-53.45934593459346,1
-26.723672367236723,-53.44734473447345,1
-26.717671767176718,-53.435343534353436,1
-26.711671167116712,-53.423342334233425,1
-26.705670567056707,-53.411341134113414,1
-26.6996699669967,-53.3993399339934,1
-26.693669366936692,-53.387338733873385,1
-26.687668766876687,-53.375337533753374,1
-26.68166816681668,-53.36333633363336,1
-26.675667566756676,-53.35133513351335,1
-26.66966696669667,-53.33933393339334,1
-26.663666366636665,-53.32733273327333,1
-26.657665766576656,-53.31533153315331,1
-26.65166516651665,-53.3033303330333,1
-26.645664566456645,-53.29132913291329,1
-26.63966396639664,-53.27932793279328,1
-26.633663366336634,-53.26732673267327,1
-26.62766276627663,-53.25532553255326,1
-26.621662166216623,-53.24332433243325,1
-26.615661566156618,-53.231323132313236,1
-26.60966096609661,-53.21932193219322,1
-26.603660366036603,-53.20732073207321,1
-26.597659765976598,-53.195319531953196,1
-26.591659165916592,-53.183318331833185,1
-26.585658565856587,-53.171317131713174,1
-26.579657965796578,-53.159315931593156,1
-26.573657365736572,-53.147314731473145,1
-26.567656765676567,-53.135313531353134,1
-26.56165616561656,-53.12331233123312,1
-26.555655565556556,-53.11131113111311,1
-26.54965496549655,-53.0993099309931,1
-26.543654365436545,-53.08730873087309,1
-26.53765376537654,-53.07530753075308,1
-26.53165316531653,-53.06330633063306,1
-26.525652565256525,-53.05130513051305,1
-26.51965196519652,-53.03930393039304,1
-26.513651365136514,-53.02730273027303,1
-26.50765076507651,-53.01530153015302,1
-26.501650165016503,-53.00330033003301,1
-26.495649564956494,-52.99129912991299,1
-26.48964896489649,-52.97929792979298,1
-26.483648364836483,-52.96729672967297,1
-26.477647764776478,-52.955295529552956,1
-26.471647164716472,-52.943294329432945,1
-26.465646564656467,-52.931293129312934,1
-26.45964596459646,-52.91929192919292,1
-26.453645364536452,-52.907290729072905,1
-26.447644764476447,-52.895289528952894,1
-26.44164416441644,-52.88328832883288,1
-26.435643564356436,-52.87128712871287,1
-26.42964296429643,-52.85928592859286,1
-26.423642364236425,-52.84728472847285,1
-26.417641764176416,-52.83528352835283,1
-26.41164116411641,-52.82328232823282,1
-26.405640564056405,-52.81128112811281,1
-26.3996399639964,-52.7992799279928,1
-26.393639363936394,-52.78727872787279,1
-26.38763876387639,-52.77527752775278,1
-26.381638163816383,-52.76327632763277,1
-26.375637563756378,-52.751275127512756,1
-26.36963696369637,-52.73927392739274,1
-26.363636363636363,-52.72727272727273,1
-26.357635763576358,-52.715271527152716,1
-26.351635163516352,-52.703270327032705,1
-26.345634563456347,-52.691269126912694,1
-26.339633963396338,-52.679267926792676,1
-26.333633363336332,-52.667266726672665,1
-26.327632763276327,-52.655265526552654,1
-26.32163216321632,-52.64326432643264,1
-26.315631563156316,-52.63126312631263,1
-26.30963096309631,-52.61926192619262,1
-26.303630363036305,-52.60726072607261,1
-26.2976297629763,-52.5952595259526,1
-26.29162916291629,-52.58325832583258,1
-26.285628562856285,-52.57125712571257,1
-26.27962796279628,-52.55925592559256,1
-26.273627362736274,-52.54725472547255,1
-26.26762676267627,-52.53525352535254,1
-26.261626162616263,-52.52325232523253,1
-26.255625562556254,-52.51125112511251,1
-26.24962496249625,-52.4992499249925,1
-26.243624362436243,-52.48724872487249,1
-26.237623762376238,-52.475247524752476,1
-26.231623162316232,-52.463246324632465,1
-26.225622562256227,-52.451245124512454,1
-26.21962196219622,-52.43924392439244,1
-26.213621362136212,-52.427242724272425,1
-26.207620762076207,-52.415241524152414,1
-26.2016201620162,-52.4032403240324,1
-26.195619561956196,-52.39123912391239,1
-26.18961896189619,-52.37923792379238,1
-26.183618361836185,-52.36723672367237,1
-26.177617761776176,-52.35523552355235,1
-26.17161716171617,-52.34323432343234,1
-26.165616561656165,-52.33123312331233,1
-26.15961596159616,-52.31923192319232,1
-26.153615361536154,-52.30723072307231,1
-26.14761476147615,-52.2952295229523,1
-26.141614161416143,-52.28322832283229,1
-26.135613561356138,-52.271227122712276,1
-26.12961296129613,-52.25922592259226,1
-26.123612361236123,-52.24722472247225,1
-26.117611761176118,-52.235223522352236,1
-26.111611161116112,-52.223222322232225,1
-26.105610561056107,-52.211221122112214,1
-26.0996099609961,-52.1992199219922,1
-26.093609360936092,-52.187218721872185,1
-26.087608760876087,-52.175217521752174,1
-26.08160816081608,-52.16321632163216,1
-26.075607560756076,-52.15121512151215,1
-26.06960696069607,-52.13921392139214,1
-26.063606360636065,-52.12721272127213,1
-26.05760576057606,-52.11521152115212,1
-26.05160516051605,-52.1032103210321,1
-26.045604560456045,-52.09120912091209,1
-26.03960396039604,-52.07920792079208,1
-26.033603360336034,-52.06720672067207,1
-26.02760276027603,-52.05520552055206,1
-26.021602160216023,-52.04320432043205,1
-26.015601560156014,-52.03120312031203,1
-26.00960096009601,-52.01920192019202,1
-26.003600360036003,-52.00720072007201,1
-25.997599759975998,-51.995199519951996,1
-25.991599159915992,-51.983198319831985,1
-25.985598559855987,-51.971197119711974,1
-25.97959795979598,-51.95919591959196,1
-25.973597359735976,-51.94719471947195,1
-25.967596759675967,-51.935193519351934,1
-25.96159615961596,-51.92319231923192,1
-25.955595559555956,-51.91119111911191,1
-25.94959495949595,-51.8991899189919,1
-25.943594359435945,-51.88718871887189,1
-25.937593759375936,-51.87518751875187,1
-25.93159315931593,-51.86318631863186,1
-25.925592559255925,-51.85118511851185,1
-25.91959195919592,-51.83918391839184,1
-25.913591359135914,-51.82718271827183,1
-25.90759075907591,-51.81518151815182,1
-25.901590159015903,-51.80318031803181,1
-25.895589558955898,-51.791179117911796,1
-25.88958895889589,-51.77917791779178,1
-25.883588358835883,-51.76717671767177,1
-25.877587758775878,-51.755175517551756,1
-25.871587158715872,-51.743174317431745,1
-25.865586558655867,-51.731173117311734,1
-25.859585958595858,-51.719171917191716,1
-25.853585358535852,-51.707170717071705,1
-25.847584758475847,-51.695169516951694,1
-25.84158415841584,-51.68316831683168,1
-25.835583558355836,-51.67116711671167,1
-25.82958295829583,-51.65916591659166,1
-25.823582358235825,-51.64716471647165,1
